,Date,How Helpful,Review Contents,Score,Title
189,"on February 6, 2018",,I paired these successfully with a laptop and a desktop computer.  Both voice and classical music are reproduced quite well by this model.  They are comfortable to wear,5.0 out of 5 stars,They are comfortable to
190,"on December 23, 2017","
      One person found this helpful.
    ",Headphones came as described! Good sound quality. Only four stars because it looks odd on someone with a small head (like me) especially with the adjuster part on both sides pushed all the way up. It does fit though and it’s not really the headphones fault I have a small head.,4.0 out of 5 stars,Headphones are as described!
191,"on March 29, 2018",,The headphone was used mostly by my special need daughter. It was very comfortable for her long hours use watching movies on her tablets. It was the first headphone that  she did not complain about due to its light weight and softness. Three to four month into use and it stopped charging. The 5 stars goes to the company and their wonderful service. They paid for the return shipping cost and sent me a new one within few days. It was an amazing experience.,5.0 out of 5 stars,The 5 stars goes to the company and their wonderful service. Thank you
192,"on March 4, 2018",,"They're really comfortable and they're pretty durable. The sound quality is ok, but for the price it's pretty good, if you're looking for headphones to just just listen to music and chill or watch YouTube then they're great, but if you're looking for really high sound quality these aren't for you. Also note the controls are pretty weird, you have to use the same buttons to switch songs and change the volume so it can get annoying",3.0 out of 5 stars,"Comfortable, but sound quality isn't the best"
193,"on March 1, 2018",,So far so good with these headphones. They don’t get super loud but that’s ok because they are loud enough. Very clear and the battery lasts a good amount of time. Overall I’m very happy with my purchase. I hope they stand the test of time .,5.0 out of 5 stars,Bang for your buck
194,"on February 12, 2018",,"For under $40.00 these headphones are awesome!Light and very comfortable ~ the sound quality and battery life are phenomenal.The only gripe I have is with the storage bag, if you fold them with the ear cushions toward each other and try to put them in the bag it stretches the wires. If you fold them with the plastic backs toward each other and try to put them in the bag, it sometimes presses the power-up button re-powering the headphones.",5.0 out of 5 stars,00 these headphones are awesome! Light and very comfortable ~ the sound quality ...
195,"on February 28, 2018",,Use it every night while husband is watching TV.  These earphones cancel out enough of the TV sound that I barely know that it is on.,5.0 out of 5 stars,Use it every night while husband is watching TV. ...
196,"on April 15, 2018",,"Love these headphones! could make the headphone jack a bit bigger, but you cant get this quality at this price normally! I have 2 of these!",5.0 out of 5 stars,Love these headphones
197,"on March 11, 2018",,I bought this so I can be hands free to listen to books on my kindle... I love not being tied to it by a wire! Works great for my use.,5.0 out of 5 stars,Works great with my Kindle Fire
198,"on March 17, 2018",,"Can barely hear what’s goin on around me which is good, but the sound quality is expected to be the way it is because of price.",5.0 out of 5 stars,Comfortable
199,"on February 28, 2018",,I use these at my monthly infusions for my MS... these allow me to zone out and listen.  I love how they fold down when not used.,5.0 out of 5 stars,Folding and comfortable
200,"on February 22, 2018",,"Bought a lot of headphones for working out, these ones are pretty good.  Easy to use, easy to connect to my phone/ipad, feel pretty comfortable even though I don't like the over the ear types usually.  Wireless function makes it easy to work out in them too.  It's only been a month and no issues so far, but for how cheap they are, if they only last 6 they'd be more than worth it.",5.0 out of 5 stars,these ones are pretty good. Easy to use
201,"on January 24, 2018",,"The headphones came on time and as promised.  I have only been using them for a little over a week, but they had no problem connecting to my iPhone, and the sound is very good.  I have absolutely nothing bad to say at this point, and for the price, these headphones are worth every penny.",5.0 out of 5 stars,Great headphones at a great price!
202,"on February 23, 2018","
      4 people found this helpful.
    ","I selected these headphones because their earcups inner diameter is advertised as 1.6-3.5 inches (shown in the second product image), and I was looking for headphones with large earcups. In reality the earcups inner diameter is 1.5-2.2 inches. As for sound quality, I tested these headphones with several concertos and symphonies, and  found the music sounded flat/thin in all cases. There was no depth/richness in the music.",2.0 out of 5 stars,earcups smaller than advertised; poor sound quality
203,"on December 28, 2017","
      One person found this helpful.
    ","Mpow has really knocked one out of the park , very easy to pair with any tablet, MP3 player i own 4 iPads,2 Samsung Galaxy tablets and 3 Kindle Fire tablets plus 2 iPod Touch’s great product.",5.0 out of 5 stars,very easy to pair with any tablet
204,"on March 29, 2018",,"I was worried if I will waste my money but after seeing 1000's of good reviews for the previous version of this model, I went for it. One of the best pair of can's I have ever bought. They work perfect and look absolutely stylish. They don't look cheap at all, go for it.",5.0 out of 5 stars,Stylish yet perfectly working Can's
205,"on March 30, 2018",,"Very comfortable to wear. Not too heavy. Good coverage Over the ears. High Quality Audio, which is very important to me.",4.0 out of 5 stars,Very comfortable to wear
206,"on April 7, 2018",,"For the price, these headphones are fine. Unlike the previous pair of more expensive headphones I had, the usb charging port on these is actually the correct size. The buttons on the headpiece are also raised so that you can actually feel them with your fingers, which is nice. The sound quality does leave something to be desired, but they are cheap headphones, so that can only be expected.",4.0 out of 5 stars,Adequate quality
207,"on April 16, 2018",,These are incredible for the price. Got them for my daughter and tried them out. Surprised by the clarity and volume.,5.0 out of 5 stars,Loud and clear
208,"on February 26, 2018",,"Would give it 10 stars if they had it. Sounds really good, blocks out other outside noise, and is very comfortable. Great price too!",5.0 out of 5 stars,Found the perfect headphones for me!
209,"on January 27, 2018","
      One person found this helpful.
    ",Nice set of inexpensive Bluetooth headphones.  Chargers up fast and the sound is great.  Decent noise cancelling too.,5.0 out of 5 stars,Great for the Price.
210,"on March 15, 2018",,Pros: Pairs easily and music sounds great.  The headphones are light weight and feel great.  The battery life is quite good as well.Cons: Can't use microphone for online gaming as it goes into communication mode.  When this happens the sound quality of the headphones is terrible.,3.0 out of 5 stars,Pairs easily and music sounds great
211,"on February 7, 2018",,"Works as advertised. Paired easily with my phone and chromebook. Have not had a chance to check the battery life, but works well with what I use.",5.0 out of 5 stars,Paired easily with my phone and chromebook
212,"on December 15, 2017","
      3 people found this helpful.
    ","I was super excited to get a nice pair of headphones. After reading reviews, I ordered a set for me and a set for my girlfriend.When I tried them, it was immediate that there was a problem with the design. Adjusted to the smallest size, it fits me (adult male) okay, but not as well as I'd like. My girlfriend can hardly keep them on her ears and the kids can't even use them.In addition to the sizing issue, they do not block ambient sound well. (That was my main reason for purchasing them)Overall, I'm disappointed that for a few dollars more, these could have been great.",2.0 out of 5 stars,Not worth it. Buy something else.
213,"on March 12, 2018",,"I love these headphones! Wasn't sure what to expect, with the deal I got,  but I was pleasantly surprised. Received them on Friday, had a YouTube music videothon and it was fantastic! Wonderful sound, weight is not heavy. Perfect!",5.0 out of 5 stars,Wonderful headphones!
214,"on March 21, 2018",,"I'm not a professional in the field, but I can say that these headphones are a great value for the money. The sound is very good, I cannot even tell the difference between them and my daughter's beats which cost a fortune. I use them daily at work for long hours with ought discomfort and the battery charge lasts for days!  I definitely recommend them.",5.0 out of 5 stars,but I can say that these headphones are a great value for the money
215,"on January 7, 2018","
      One person found this helpful.
    ","My son Loves them , the audio  technology is amazing , built with  very good quality, and very cozy for long wear",5.0 out of 5 stars,"the audio technology is amazing, built with very good quality"
216,"on March 17, 2018",,"I'm sure there are way better (and pricier headphones) out there.  However, these are pretty good in terms of bang for your buck.  They're comfy, sound is ok (could use a little more bass), and feel well made.  Hope the battery lasts.",4.0 out of 5 stars,I'm sure there are way better (and pricier headphones) out there
217,"on December 30, 2017","
      One person found this helpful.
    ",Very comfortable fit and great sound for a much more reasonable price than the main brands. Highly recommend these if you don't want to spend a fortune. Light weight too and comes with a soft bag to store them in.,5.0 out of 5 stars,Great comfort and sound quality
218,"on March 23, 2018",,"Using these with Samsung Galaxy S7. Periodically the headphones will disconnect and then I struggle for about 10 minutes to get the headphones paired and connected back to the phone. Don't know if this problem is with phone or headphones.Otherwise, I wear them everyday all day at work and they are very comfortable and sound great.",4.0 out of 5 stars,I wear them everyday all day at work and they are very comfortable and sound great
219,"on March 6, 2018",,"I have Windows 8, but had to install the software.  First time it didn't work, uninstalled and installed again, then it worked OK.  The headband seems a little snug or I'd give it 5 stars.  Sound quality and range is great.",4.0 out of 5 stars,"Tricky install, but good sound."
220,"on February 15, 2018","
      One person found this helpful.
    ",way better than expected.,5.0 out of 5 stars,would buy again
221,"on March 3, 2018",,"This is a great mid grade headset, a entry level price! I've had them for a week so far, I use them for two plus hours everyday and I have not had any problems with comfortability. After charging them before first use, I hadn't had to charge them yet! By far the best Bluetooth headset I've ever used.",5.0 out of 5 stars,Great and great price!
222,"on March 2, 2018",,"Light weight, pair easily, good sound quality. My only concern is that they are a bit bulky.",4.0 out of 5 stars,"pair easily, good sound quality"
223,"on January 24, 2018",,I’ve only used them a couple of times so far but they are very comfortable and easy to use and the sound is really good.  I was happy with the quality and the price.,5.0 out of 5 stars,... couple of times so far but they are very comfortable and easy to use and the sound is really ...
224,"on January 18, 2018","
      One person found this helpful.
    ","Really surprised with the quality, great set, not the best for making ohone calls, but that's not what they're fore... great interoperability with the bluetooth!",5.0 out of 5 stars,Awesome set of... Headphones!
225,"on March 27, 2018",,"Great headphones. Block a decent amount of noise, good quality sound. excellent choice.",5.0 out of 5 stars,Awesome headphones
226,"on February 27, 2018",,"I wanted a pair of headphones that I could wear at work all day.  They work pretty well for that, they are not too heavy and the sound is good.  I wish they blocked external sound a little bit better, I don't want to turn them up too loud, at lower volumes I can still hear others around me.",4.0 out of 5 stars,They work pretty well for that
227,"on February 6, 2018",,I bought this for my son. He has only had it a few days but is enjoying it so far.,4.0 out of 5 stars,Works good
228,"on March 8, 2018",,Bluetooth connected with no problems.Light and comfortable design.Great sound.,5.0 out of 5 stars,Light and comfortable design. Great sound
229,"on November 26, 2017","
      4 people found this helpful.
    ","I love these! Sound quality is excellent and I've been able to connect to both my Windows 10 laptop as well as my MacBook Air. They're light-weight and don't press on my ears. As far as sound cancellation, I don't believe they're marketed as such but they do block a lot of external noise. I've had the headphones for a week and so far I've found that 15 to 20 hours of use is accurate. I've not tried the mic.",5.0 out of 5 stars,I love these! Sound quality is excellent and I've been ...
230,"on February 25, 2018",,These are very nice headphones.  I walk about an hour a day and these lose about 10% charge in a week.  I have the cable connector also but I've been using the bluetooth for its convenience.  I have the volume around half way up for an iphone and that's pretty comfortable for me.  I tested the mic once but don't use it often.,5.0 out of 5 stars,These are very nice headphones. I walk about an hour a day ...
231,"on January 10, 2018","
      One person found this helpful.
    ",I'm no hardcore audiophile but the sound quality is better than expected for the price. Easy to operate and paired to both devices I've used it with immediately. Would definitely buy again.,5.0 out of 5 stars,Appears to be an excellent value.
232,"on March 15, 2018",,These headphones are very comfortable and don't pinch my ears. The sound is great.,5.0 out of 5 stars,Best headphones I have tried
233,"on March 20, 2018",,"I love these! They're comfortable, they hold a long charge, they're very easy to use don't hurt my ears, and the sound is fantastic. Being Wireless is a gift!",5.0 out of 5 stars,Love!
234,"on March 21, 2018",,"They sound great and fit well, lightweight etc. I have had pairing issues three times now (in about a weeks time) where the headphones just disconnect and then I have a heck of a time getting them to pair again. Did I get a bad pair? Idk. Might have to return them.",3.0 out of 5 stars,Pairing issues
235,"on March 1, 2018",,Good batterie life. Good sound quality. You can get pretty far from device.,5.0 out of 5 stars,Sound and Battery Life
236,"on February 23, 2018","
      One person found this helpful.
    ",Comfortable over the ear listening. Adjustable to fit smaller heads.,4.0 out of 5 stars,Four Stars
237,"on April 15, 2018",,I love the static free sound Also it has a good range I can hear my TV anywhere I go in my house I have no complaints at all it hooks up to my TV real quick,5.0 out of 5 stars,I love the static free sound Also it has a good ...
238,"on January 13, 2018",,"These are very nice,light weight,fit___over___the ears and sound good.Very happy with them.",5.0 out of 5 stars,Great headphones
239,"on March 31, 2018",,Been having them for awhile. Wonderful! And it talks so you know when it's on and connected and off. Very nice for my 50s dad .,5.0 out of 5 stars,Perfect
240,"on March 10, 2018",,Great noise deadening with great sound and long battery life at a reasonable price.,5.0 out of 5 stars,Great product!
241,"on March 17, 2018",,"Before purchasing these, I read some reviews that stated the bass was weak, but they sound great to me! Glad I chose these! Very light and very comfortable. It also comes with a USB charging cord, an audio cord (in case you don't use bluetooth), and a carrying pouch.",5.0 out of 5 stars,Great sound from these headphones!
242,"on March 18, 2018",,"Good sound,  a little tricky to set up since we bought two identical sets,  but great bargain and worth every penny.",5.0 out of 5 stars,"Good sound, a little tricky to set up since ..."
243,"on February 23, 2018",,"Comfortable, good quality, and remarkably affordable for what you get.",5.0 out of 5 stars,Great price for what you get
244,"on March 4, 2018",,They squeeze my ears for some reason but I like the headphones and the sound is good.,4.0 out of 5 stars,Four Stars
245,"on February 20, 2018",,"This headphones are great. The sound and built quality you get for the price it's very good. The only thing I dont like is the way in which buttons are used. For increasing or decresing volume you have to make a long press in the plus o minus bottons, a simple click wont dont anything. The same goes for power on/off, 4 seconds hold down is too much.",5.0 out of 5 stars,Nice quality and sound for the price
246,"on January 26, 2018",,Excellent value. I like the ease of use and quality of sound of these very much.,5.0 out of 5 stars,Excellent value
247,"on April 13, 2018",,These are great so far and the phone feature works great as well.,5.0 out of 5 stars,Five Stars
248,"on January 29, 2018",,"Very comfortable and easy to use. I like that they can be either Bluetooth compatible, as well as used with a wire. A good set of earphones that are reasonably priced.",4.0 out of 5 stars,Very comfortable and easy to use
249,"on February 18, 2018",,I bought these for my grandson. He loves them. Great sound and good noise reductiion.,5.0 out of 5 stars,Great sound and good noise reductiion
250,"on March 18, 2018",,These are too big. I also was not happy that I had to pay for return shipping.,2.0 out of 5 stars,I also was not happy that I had to pay for return shipping
251,"on February 18, 2018",,They work great. Really glad I bought them. Sound quality is very good.,5.0 out of 5 stars,Five Stars
252,"on April 14, 2018",,"I'm so disappointed in these, the bass is almost non-existent. I don't need a lot of bass but the bass on these headphones only comes through when the equalizer for bass is completely up and it's on a volume louder than I prefer listening to music on.It's such a shame because these headphones are so beautiful and comfortable",2.0 out of 5 stars,Nonexistent bass
253,"on March 11, 2018",,Haven't used these much but I am satisfied so far. Good quality. Comfortable. Good sound. Connect to Bluetooth easily.,5.0 out of 5 stars,Quality headphones for a low price.
254,"on February 6, 2018","
      2 people found this helpful.
    ","Just received this product. Fully charged and the left speaker doesn’t work.  Sucks!  They seem decent quality but apparently not.  Now I need to print off a label, drive to UPS store across town and ship back.  Wait on the money to be put back into my account. Kinda annoying.UPDATE 3/17/18.Company reached out to me about my previous review.  They sent me a replacement at no expense to insure that I am a satisfied customer.The free replacement is much appreciated and I am currently trying them out and plan to give a review after an extensive time wearing them.  I work 12 hour shifts on nights and listen to podcast basically the full duration of my shift.  I also work around loud equipment and noise cancellation is import.  As of now the headphones are working properly and are sastifactory.  The sound quality is decent especially for he price.  They do get a little rattle sound when a song has heavy base.The noise cancellation is really good considering they don’t fit super right against your head.My biggest complaint is the controls.  I hate the skip forward or backward when you tap the up or down arrow.  I’m sure I’ll get use to the controls but unless you hold the sound volume button for a at least two seconds it will skip track.Another plus is the comfort level.  I haven’t had any issue with pressure points or fatigue from headphones.I’ll do a finale review when I get a few more days or weeks with these.As of now I prefer my Skull Candy Hesh 2.  Although they cost twice as much and aren’t as comfortable on my ears.  Skull Candy Hesh 2 has outstanding battery life and the controls are superior.I’ll be back with more.Just wanted to say thinks for sending out a free pair to make me happy.",3.0 out of 5 stars,Speaker doesn’t work.
255,"on March 17, 2018",,These work very good. Just wish they had an separate on/off switch.,4.0 out of 5 stars,These work very good
256,"on April 6, 2018",,Very comfortable and good sound. Long lasting battery too.,4.0 out of 5 stars,Solid headphones for mp3
257,"on April 12, 2018",,". This review is specifically regarding the Mpow H1. I was very excited to order these for myself since I purchased the older version for my father last year and he still uses them daily! I am so sad that these do not fit as snuggly as my dads older version. When slightly turning my head or bending to pick up a dropped item, they slip off my head.",1.0 out of 5 stars,Too Wide. Not a snug fit like older version.
258,"on March 25, 2018",,"I've only had the headphones for a week, so I cannot comment on their longevity. That said, the build quality feels solid and they produce good sound. Battery life is acceptable.",5.0 out of 5 stars,the build quality feels solid and they produce good sound. Battery life is acceptable
259,"on April 15, 2018",,"Clear sound, great value!As good as beats, Sony or any other brand you may put this against. Certainly a fair price if it hangs in there.",5.0 out of 5 stars,"Good looks, great value"
260,"on March 12, 2018",,"Have been wearing them daily for a walks and haven't had to recharge yet. Great ear coverage, really comfortable! Microphone is teeny but you don't have to shout to be heard. I've left my phone on the main floor, gone to both floors and still able to get signal. So far so good!",5.0 out of 5 stars,Great ear coverage
261,"on January 24, 2018","
      One person found this helpful.
    ","so far so good,  ordered these for my mother so she could watch TV and be able to hear it better,  for the money they are surprisingly good sound quality , so much better than the ones she was using before",5.0 out of 5 stars,Good quality for a fair price
262,"on January 7, 2018",,"it has only been a few days, but so far... I am more than happy, the quality is amazing for the price. Haven't ran the battery dead yet, but used them a few days in a row at the gym for around 2-3 hours each time. highly recommend",5.0 out of 5 stars,amazing quality
263,"on December 3, 2017","
      2 people found this helpful.
    ",Comfortable and great clean natural audio.,5.0 out of 5 stars,Five Stars
264,"on February 13, 2018",,a little bulkier than expected but overall good headphones,4.0 out of 5 stars,Four Stars
265,"on April 13, 2018",,Great Bluetooth sound and very easy to operate.,5.0 out of 5 stars,Five Stars
266,"on April 17, 2018",,Great sound quality with my pandora on blue tooth!! But I can’t get it to use or know how to set it up with my tv I have a sound bar..,5.0 out of 5 stars,Great sound quality with my pandora on blue tooth
267,"on January 21, 2018",,The headphones were a great buy!I am not willing to pay high dollar for headphones so these are awesome!The sound is great and I don't notice a huge difference between the sound on these $40 headphones versus my son's $200 pair.,5.0 out of 5 stars,GREAT SOUND! GREAT PRICE!
268,"on November 26, 2017","
      One person found this helpful.
    ","Very comfortable to wear,sound is great.",5.0 out of 5 stars,Nice headphones
269,"on February 28, 2018",,"Wow ! What a great deal ,very comfortable , sound great , make very well , great price , thanks",5.0 out of 5 stars,Wow !!!!! Bluetooth Headphones Mpow H1 their are great !
270,"on March 1, 2018",,"Comfortable, would have like to know if they automatically turn off after a certain time, to save battery. Instructions did not cover that.",5.0 out of 5 stars,"Comfortable, would have like to know if they automatically ..."
271,"on November 26, 2017","
      One person found this helpful.
    ","These headphones sound great, but just as importantly, they are very comfortable to wear. For a sub $40 set of wireless headphones, you couldn’t ask for more.",5.0 out of 5 stars,Great quality at an even better price.
272,"on March 23, 2018",,I have to buy another set for myself. My husband is using them all the time.  He loves them.  Sound is great and noise-cancelling/blocking is great. He can't hear me when I talk to him; I have to wave or poke him in the shoulder to get his attention.,5.0 out of 5 stars,Husband loves the sound!
273,"on March 13, 2018",,"What a great value and fantastic sound quality!I bought these for my husband's long flight, and they are exactly what is needed.I'm impressed!",5.0 out of 5 stars,What a great value and fantastic sound quality
274,"on March 18, 2018",,"Bought these a couple of weeks ago after my Bose QC's died. Didn't want to spend several hundred $$ on new ones,so I took a chance on these. I am VERY pleasantly surprised! Easy to pair with all my Blue Tooth devices and sound qualityis outstanding, and well the price just can not be beat! Love 'em!",5.0 out of 5 stars,"Outstanding Sound, Unbeatable Price!"
275,"on March 27, 2018",,easy to use and also easy to fold and store away.,5.0 out of 5 stars,Five Stars
276,"on March 10, 2018",,great for telephoe hearing also great for bluetooth tv,5.0 out of 5 stars,well worth what you pay for it GREAT VLUE
277,"on March 19, 2018",,"Great headphones for the price. Love the ability to use a 3.5mm jack if I don't feel like pairing or if the battery is dead (which is not often, as the battery has great life). The claim about being comfortable for extended wear has been very accurate in my experience as well.",5.0 out of 5 stars,Great headphones for the price
278,"on January 6, 2018","
      One person found this helpful.
    ",So far the product is working well. The price is reasonable. I previously purchased a set of the beats headphones that were horrible. They broke within a month and were expensive.,5.0 out of 5 stars,I previously purchased a set of the beats headphones that were horrible. They broke within a month and were expensive
279,"on January 25, 2018",,"Perfect:  fit, comfort looks & work.  nicely priced",5.0 out of 5 stars,Perfect
280,"on January 20, 2018",,Lightweight and comfortable. Sound is very clear.,5.0 out of 5 stars,Good buy for nice headphones.
281,"on March 2, 2018",,"Not the most expensive pair, but the sound quality is up there with the best!",5.0 out of 5 stars,but the sound quality is up there with the best!
282,"on January 30, 2018","
      One person found this helpful.
    ",Good sound for a reasonable price.  Were very easy to pair with the Mpow Bluetooth transmitter I also bought.,5.0 out of 5 stars,Good sound for a reasonable price.
283,"on April 7, 2018",,Far better than expected! Great product.,5.0 out of 5 stars,Five Stars
284,"on February 17, 2018",,"Great sound for the price, comfortable, not active noise-cancelling but bulky enough to block out a lot of background noise, no issues connecting to any of my devices (even multiple devices at the same time), microphone works well enough for my purposes.",5.0 out of 5 stars,Great sound for the price
285,"on January 12, 2018",,"Great, they make your ears sweat (actually I do:)",4.0 out of 5 stars,Four Stars
286,"on January 17, 2018",,"These work great, great sound and a great price.",5.0 out of 5 stars,Five Stars
287,"on March 2, 2018",,Outstanding value.  I'd been using a less expensive pair of wireless headphones but needed an over-ear type because of the noise in my workplace.  Not only did these substantially reduce the noise but the sound quality is first rate.  I'd forgotten how good some of my favorite tunes sound.  These headphones put a smile on my face.,5.0 out of 5 stars,Full ear coverage limits noise and provides great sound
288,"on January 24, 2018","
      One person found this helpful.
    ",They work amazing for the price. I use them when in bed and I’ll leave them turned on all night and it will still have a almost fully charged in the morning. The battery is great I charge it about once a week and I would say is better and more comfortable then big name brand headphones. They are amazing and would recommend to get.,5.0 out of 5 stars,Battery life and sound are better then expected
289,"on March 21, 2018",,"LOVE THEM, they have amazing quality and extremely comfortable to wear. The only thing I wished was better/different is I wish that the range of distance to be able to use the headphones was farther. Otherwise amazing product, best headphones I have ever purchased.",5.0 out of 5 stars,"LOVE THEM, they have amazing quality and extremely comfortable ..."
290,"on March 6, 2018",,Comfortable and works great,5.0 out of 5 stars,Five Stars
291,"on January 20, 2018",,Love the sound and feel of these.,5.0 out of 5 stars,Gave as a gift. He loves them
292,"on March 12, 2018",,Right out the box they sounded great especially for the price. I would compare the quality to any good headphones that would cost you well over $100. I always read the bad reviews first and I am glad I didn’t go by what was said about them. I only have them about half way and I am not sure if I want to turn them up any louder.,5.0 out of 5 stars,Right out the box they sounded great especially for the price
293,"on February 23, 2018",,"Earcups smaller than posted, but they work for me. Solid bass, stronger than expected. A good purchase for the money.",4.0 out of 5 stars,Good bass
294,"on January 15, 2018",,Very comfortable. Easy to store.  Works well.,5.0 out of 5 stars,Comfy
295,"on April 14, 2018",,These are comfortable and hook up quickly to bluetooth.,5.0 out of 5 stars,Five Stars
296,"on March 11, 2018",,"GREAT sound, love the over-ear design. Only flaws for me personally; there’s a bit of a delay when I use the next/previous track controls. Also, those same buttons are used for volume control, and it’s impossible (for me) to get the controls to do what I want them to do. Overall though, I’d still recommend.",4.0 out of 5 stars,Pros and cons
297,"on February 23, 2018",,"Very good quality, value for $$$.....Would definitely recommend",5.0 out of 5 stars,Just LOVE it ! ! ! ! !
298,"on March 29, 2018",,"Sound better than expected!  Seem to function well.  Soooo comfortable.  Do fit over the ears.  But, I suppose that depends on how huge your ears are!  My son also loves them for gaming.",5.0 out of 5 stars,"Sound good, function well, very comfortable.  Great value."
299,"on March 24, 2018",,"Great headset. Honestly didn't expect much, but they appear to be on par with my beats.",5.0 out of 5 stars,Five Stars
300,"on February 24, 2018",,"Exactly what I wanted: comfortable, easy to use, foldable.",5.0 out of 5 stars,Great for the price
301,"on March 5, 2018",,My son likes them good sound good base,4.0 out of 5 stars,Good for the $
302,"on April 16, 2018",,Very comfy and sound is good.,4.0 out of 5 stars,Four Stars
303,"on February 15, 2018",,Great sound quality.,5.0 out of 5 stars,Five Stars
304,"on April 8, 2018",,Nice Headphones.,5.0 out of 5 stars,Nice Headphones.
305,"on March 8, 2018",,Headphone sounded flat/thin in all cases. There was no depth/richness in the music.Returned,2.0 out of 5 stars,Two Stars
306,"on March 27, 2018","
      One person found this helpful.
    ","Well I ordered these headphones are reading many many good reviews about these being a reasonably priced pair of headphones with decent quality. So onto what my thoughts are, the headphones seem to squeeze my head and ears too much making them quite uncomfortable after extended use. I have been using them now for about 2 hours continuously and my ears are very warm! I am not sure what to do with them whether I should send them back or if I should just stick it out and keep them. The sound is really good, crisp vocals and decent bass. I really wish these we're more comfortable!!!!Overall it is tough to recommend these headphones due to the fact that they are not comfortable because of the pressure it puts on my ears!I am going to try them out for a day or 2 I suppose to see  if maybe they will become more comfortable! Will update review if they do!The build quality seems pretty good and they were very easy to pair with my pixel 2xl! They also included a nice cable if you would like to use wired, for example this will be the only way to use it with the ps4",2.0 out of 5 stars,"Decent pair of headphones, but have issues"
307,"on March 30, 2018",,"Good sound quality, battery lasts way longer than it says it does. I work 10 hours a day doing upholstery and it can go for about 5 days before you gotta charge it.",5.0 out of 5 stars,Good sound quality
308,"on March 12, 2018",,"Got these to use with TV when others are sleeping. Work great, paired easy and each time.",5.0 out of 5 stars,"Work great, paired easy and each time"
309,"on December 28, 2017",,"Got these for my little guy (9 y/o) for Christmas.  They seem to work great so far and he loves them. However, the cord that came with them is already weak and doesn't work with one ear when using the cord.  Easy to be replaced, but not the best quality cord.",4.0 out of 5 stars,They seem to work great so far and he loves them
310,"on March 2, 2018",,The headphones fit really good. I’m happy I ordered this model because it gave me extra room. Sound is great for me.,5.0 out of 5 stars,Great Fitting
311,"on January 27, 2018",,"Haven't had them long, but the battery life is good on them, they sound really well especially for the price. They are quite comfy, I have been wearing them all day and they don't get annoying like some of the other headphones I have had. Overall great product!",5.0 out of 5 stars,but the battery life is good on them
312,"on January 29, 2018","
      3 people found this helpful.
    ",I use these at work for listening to Skype calsl and online training videos. It works very over bluetooth. The sound is OK but not great and the external sound blocking is also OK. Obviously these are not $200 or eve $125 headphones but are very nice sub $50 bluetooth head phones.These are not your gym headphones because they are big and fit loosely. That is the only reason I took a star off.,4.0 out of 5 stars,very nice sub $50 bluetooth head phones
313,"on February 7, 2018",,"These headphones are great and were shipped quickly.  My daughter loves that you can answer the phone with them. The storage bag is very handy as well.  My only recommendation would be that the cord charger be a little longer.  Other than that, fantastic!!",5.0 out of 5 stars,CAN ANSWER THE PHONE WITH THESE!!!
314,"on January 17, 2018",,I got these for my husband for the gym and hes been using them 5 days a week and really enjoys them,5.0 out of 5 stars,I got these for my husband for the gym and ...
315,"on March 8, 2018",,"These headphones are great , I would buy them again. , I’m very satisfied with them , I use them to connect to my Mac computer, and stay connected to my iPhone at the same time",4.0 out of 5 stars,"These headphones are great, I would buy them again"
316,"on March 7, 2018",,Exactly what I expected and a bit more.  The only struggle I have is the volume/skip song controls are a bit finicky.,5.0 out of 5 stars,Exactly what I expected and a bit more. The ...
317,"on April 12, 2018",,These are awesome. They feel are extremely comfortable even for long periods of wear and sound amazing. For the price they're exceptional. Only headphones I've used that are better are Bosse but the price on those is brutal. These rock,5.0 out of 5 stars,Comfortable and sound amazing
318,"on January 10, 2018",,"Very lightweight, incredible sound. No complaints.",5.0 out of 5 stars,"Featherweight, great sound"
319,"on March 8, 2018",,"Comfortable, easy to connect.",5.0 out of 5 stars,Five Stars
320,"on March 5, 2018",,"works, great quality  audio for the price, connection drop behind wall at 15' from source..",4.0 out of 5 stars,great quality audio for the price
321,"on February 27, 2018",,"Great sound, easy to use.  I like these a lot.",5.0 out of 5 stars,Nice headphones
322,"on February 7, 2018","
      One person found this helpful.
    ",Great headphones!,5.0 out of 5 stars,Five Stars
323,"on February 11, 2018",,"The outstanding sound quality is phenomenal. Although it is relatively comfortable, I can forsee it being unconfortable in warm weather since it totally encompasses your ears and would most like cause them to sweat.",4.0 out of 5 stars,Outstanding sound quality and holds its charge for well over 20 hours of usage.
324,"on April 3, 2018",,"Not a bad product but it is ok, did not exceed my expectations",4.0 out of 5 stars,Four Stars
325,"on April 14, 2018",,"Nice price for a basic, easy to use pair of headphones. Super comfy!",5.0 out of 5 stars,Really good sound!
326,"on January 13, 2018",,"very light, very comfortable, great sound",5.0 out of 5 stars,"very comfortable, great sound"
327,"on March 1, 2018",,These headphones truly are over the ear headphones. I returned a pair that were to small for my not large ears. These were easy to pair to my devices and sound very good to me.,4.0 out of 5 stars,Fit over the ear
328,"on March 15, 2018",,I was truly amazed superb audio and I received them on Saturday tried them for about an hour and didn't touch them until work Monday. I used them all day at work and they didn't die until halfway through Thursday!! I've recommended them to all my coworkers and friends!,5.0 out of 5 stars,Get these ASAP
329,"on April 16, 2018",,Bad quality control. Out of the box the right side did not work.  Repack and returned same day. A waste of time and money.  Buy something else.,1.0 out of 5 stars,Right side did not work out of box
