,Date,How Helpful,Review Contents,Score,Title
2776,"on July 8, 2017","
      One person found this helpful.
    ","Great headphones. The audio is amazing as you can hear everything using the bluetooth and the surrounding noise is barely noticeable. They are very comfortable to wear. They also stay on your head, not moving or falling off.",5.0 out of 5 stars,I live it
2777,"on February 28, 2018",,The only complaint I have is the bass. There's no way to adjust the bass. That aside they still sound great.,5.0 out of 5 stars,Solid product
2778,"on May 25, 2017",,"They sound pretty good for their price point, but there's just no way you can call these ""over ear"" headphones.  Unless you have the ears of a 5 year old girl, they will sit pretty much astride your ears.  The spot where your ears are supposed to go in are maybe 1.5"" x 2"".",4.0 out of 5 stars,"Will Not Actually Go ""Over"" Your Ears."
2779,"on October 25, 2017",,Great headphones for the price.  Love the ease of the wireless connection.  Haven't had these long but with luck they will last me awhile.,3.0 out of 5 stars,The price was just right
2780,"on August 7, 2017",,"Good product, and promptly delivered. I recommend them without hesitation. I have no used them  for music though. I use them for gaming and Ventrillo mainly.",5.0 out of 5 stars,Good headphones
2781,"on January 13, 2018",,Really nice to have a set of headphones that are Bluetooth or wired.  Pairs real quick and sound good.  My only complaint is it should have more bass to music.,4.0 out of 5 stars,Nice set of headphones.
2782,"on February 7, 2018",,Good headphones. The only thing I have a problem with is they are a little snug. I'm hoping they loosen with use.,4.0 out of 5 stars,Good headphones.
2783,"on August 24, 2017",,"Bought these for my brother for his birthday and he loves them! Easy to use, long battery and best of all the base is great! Now im buying myself a pair!",5.0 out of 5 stars,Worth It!
2784,"on October 15, 2017","
      2 people found this helpful.
    ",the earphones worked great but the metal came apart. only had them 4 months. hey are electrical taped together until I can find some new ones. Poorly made.,1.0 out of 5 stars,Break Easily
2785,"on September 7, 2017",,"not my size does not cover my ears well, to tight, i wear glasses so putting these on puts a lot of pressure on my ears. Sound quality "" OK """,3.0 out of 5 stars,average
2786,"on May 21, 2017",,"Fantastic for the price: does what I want them to do.  I wear them at at the gym 4 days a week, and several days a week as I walk around a local shopping Mall.  We spent 10 times as much for our son's headphones for his birthday.  Didn't make sense for me to spend that much $$$$ for me to listen to 70s & 80s Rock & Roll.",5.0 out of 5 stars,Fantastic for the price
2787,"on March 7, 2018",,"Comfortable padding, Bluetooth is easy to operate, great sound for the price. Skip the name brands and definitely go with this if you are looking for quality affordble headphones. Doesn’t hurt my ears like others when wearing glasses. Unfortunately won’t  charge on my laptop, so I will have to get a charger.",5.0 out of 5 stars,Great quality headphones
2788,"on September 26, 2017",,We liked these enough that we bought a second pair.  They were purchased to use while mowing the lawn.  They help reduce the noise while we enjoy listening to music and/or books.,5.0 out of 5 stars,Great purchase
2789,"on October 17, 2017",,"The sound these headphones deliver is good. But they rest on the top of my head and after a minute or so, it hurts. I re-adjust and move the top band to a different spot on my head and ... rinse and repeat. They say they're size 'L,' if that matters. I wish they were more comfortable because I like the sound. I haven't tried their bluetooth linkup to anything yet.",3.0 out of 5 stars,The sound these headphones deliver is good. But they rest on the top of my ...
2790,"on August 4, 2017",,"These pair easily, and have a great sound. Paired to an Mpow transmitter, there is low latency between video and audio on my television. Comfortable to wear.",5.0 out of 5 stars,Good product
2791,"on January 8, 2018",,"Had some trouble with first set keeping a charge, so they sent me a new pair. These are an awesome buy and with quality sound.",5.0 out of 5 stars,Kids love them!
2792,"on July 8, 2017","
      One person found this helpful.
    ",The headphones are a little tight but otherwise the sound quality and ease of connecting are great.,5.0 out of 5 stars,... otherwise the sound quality and ease of connecting are great.
2793,"on December 21, 2017",,"I wore these on a (very long) flight to Japan. Worked great, a few tricks to them to figure out but overall solid for the price.",4.0 out of 5 stars,Good for the price.
2794,"on June 2, 2017",,"Great for the price! Not totally comfortable, they sit ON your ears, but that seems to be an unfortunate trend with headphones anymore. Sound quality is fine for the price.",4.0 out of 5 stars,Great for the price
2795,"on October 13, 2017",,"Great value, they sound really good for the price. My son asked if he could have them , so I guess I'll have to buy another pair for myself.",5.0 out of 5 stars,Great value
2796,"on December 8, 2017",,"Bought as an early Christmas gift for my husband to use at work. So far, so good. He's happy & that makes me happy. Good price + fast shipping = good deal. 👍👍",4.0 out of 5 stars,Good deal.
2797,"on November 10, 2017",,"i tried its bluetooth and it was working just as it should, the company sacrificed the unboxing experience for the headset's quality.",5.0 out of 5 stars,comfortable
2798,"on February 10, 2018",,I have purchased two of these now. The headphones sound great and connect readily to me Bluetooth transmitters.,5.0 out of 5 stars,Excellent value for the money.
2799,"on November 13, 2017",,Very big headphone. Too big for me but my husband loves them and the sound quality is amazing. They are really nice and comfortable.,5.0 out of 5 stars,Too big for me but my husband loves them and the sound quality is amazing. They are really nice and comfortable
2800,"on October 17, 2017","
      2 people found this helpful.
    ","Worse pair of headphones I've ever had the displeasure of listening through, smh. Waste of money.",1.0 out of 5 stars,SOUND QUALITY = GARBAGE!!!
2801,"on February 27, 2018","
      One person found this helpful.
    ","The Bluetooth works fine,but it does not work if we move away more than 5 feet from the device. The microphone works in both wired and wireless mode. Overall it is a good product for the price that we are paying for this product.",4.0 out of 5 stars,"The Bluetooth works fine, but it does not work if we move ..."
2802,"on April 10, 2018",,Great sound quality and very easy to set up.  The ability to use a cord when they are not charged is so helpful.,5.0 out of 5 stars,Great choice for Bluetooth Headphones
2803,"on April 8, 2018",,For the money they are great. Sound good just don't try listening to high. They are good. Glad I bought them.,5.0 out of 5 stars,Sound great
2804,"on February 3, 2018",,Absolutely horrible quality. I couldn't hear well and no one else could hear me well. A Complete waste of money. I returned them.,1.0 out of 5 stars,Absolutely horrible quality. I couldn't hear well and no one ...
2805,"on January 8, 2018",,Completely amazed at the quality of this product at this price point - Simply the best buy on Amazon for BT Headphones.,5.0 out of 5 stars,Completely amazed at the quality of this product at this price ...
2806,"on March 15, 2018",,"I love these headphones. I usually use them to listen to audiobooks or podcasts but on the occasion I listen to music, it sounds fantastic.",5.0 out of 5 stars,Love these headphones
2807,"on February 25, 2018",,So far working great. Easy access to volume and switching songs. Connects easily to phone. Tried to make a phone call using aux cable that came with it and it’s a little hard for ppl to hear me even though I hear them great.,4.0 out of 5 stars,So far working great. Easy access to volume and switching songs
2808,"on July 31, 2017",,I did purchase this headphones for my son and he's loved it's looks very stylish and nice most important he hear clearly noise canceling he can use in school .,5.0 out of 5 stars,Great headphone
2809,"on November 7, 2017",,"Really pleased with this item, great sound.  Very easy to set up, I had to get a blue tooth adapter for my older desktop, but it works.",5.0 out of 5 stars,Decent quality at a realistic price
2810,"on February 5, 2018",,Bought these for my six year old. He loves them. They are easy to use and very comfortable. Now my husband wants a pair too.,5.0 out of 5 stars,Great Buy
2811,"on March 5, 2018",,I'm still getting used to it but it's a wonderful piece of equipment I use it constantly also in the way helps keep my ears warm!!!!,5.0 out of 5 stars,I'm still getting used to it but it's a wonderful piece of equipment I use it constantly also in ...
2812,"on April 7, 2018",,They work better than my skull Candy that I paid 3 times more. Great sound. Easy to pair with my tv.,5.0 out of 5 stars,Love them
2813,"on February 7, 2018",,These seem to be better than my $200 set of fancy brand noise-canceling headphones I received as a gift a couple of years ago. Bought a 2nd pair,5.0 out of 5 stars,Noise-canceling better than well known brand of expensive headphones
2814,"on October 26, 2017",,Love these headphones!  I own another Mpow Bluetooth headphone for workouts and decided to try these for School. They pair easily with my devices and cancel noise.,5.0 out of 5 stars,Great
2815,"on April 11, 2018",,"These are great. Great fit/sound quality/comfort. Easy pairing with devices. I was honestly surprised considering the low cost, but I went by the reviews and I'm glad I did!! These are the best headphones I've ever owned.",5.0 out of 5 stars,"Amazing, believe the reviews"
2816,"on February 28, 2018",,"For the money I couldn’t believe how good these are.  They block out most of the noise, are light and the sound quality is super",5.0 out of 5 stars,Best headphones for the money
2817,"on November 9, 2017",,"I use to be a Dj and believe me when I tell you this about these, They can Handle what you throw at them... Definitely a Strong Buy...",5.0 out of 5 stars,Ears Don't Lie...
2818,"on October 14, 2017",,"These are a godsend they are comfortable enough that I sleep with these on every night, the quality is great and they are able to seamlessly connect to all of my devices 10/10",5.0 out of 5 stars,These are a godsend they are comfortable enough that I sleep with these on every night
2819,"on January 4, 2018",,The sound is great. Works perfectly. easy to connect to my phone with bluetooth or plug into directly to another source.,5.0 out of 5 stars,Sounds and looks great!
2820,"on March 3, 2018",,So amazing and works perfectly for a really great price. Better than any other headphone you could get for the price. They are super comfy to wear and have great sound. A great purchase that I am very happy with.,5.0 out of 5 stars,So amazing and works perfectly for a really great price
2821,"on February 28, 2018",,"A little uncomfortable after 30-60 minutes of use. Wired and bluetooth work with Linux. Overall, very satisfied.",4.0 out of 5 stars,Very satisfied
2822,"on August 1, 2017",,"great quality headphones, wasnt sure i was going to buy it but i totally love it! they are slick looking and nice on the ears. very comfortable and doesnt get too loud. i have only had it for 2 weeks and so far it works great! i have a small head so it is a tad big but overall it is a great product!",5.0 out of 5 stars,great quality headphones
2823,"on August 13, 2017",,"Not for audio snobs, but does get the job done reliably. Great battery life and comfort. Easy pairing and easy to use buttons. Decent comfort and semi noise canceling.",4.0 out of 5 stars,Great for the price
2824,"on April 20, 2017",,I love this thing the battery dyed and I just pluged it the cord works really good and the sound is great too and my ears fit right inside the muffs deff happy with my headphones .,5.0 out of 5 stars,great bang for your buck
2825,"on February 18, 2018",,It will crush your head.It is super tight - Returned it almost immediately.NOT GLASSES FRIENDLY,2.0 out of 5 stars,"NOT Glasses Friendly, Will crush your head.  Decent audio"
2826,"on December 19, 2017",,Comfortable Bluetooth headphones. I like the volume control built in. I am not used to Bluetooth devices so setting up can be confusing.,5.0 out of 5 stars,Comfortable with good sound
2827,"on June 16, 2017",,"They are really easy to set up and use, the sound is great and they stay connected to my phone while I walk around my apartment. The reason for the four stars is that everyone can hear what you are listening to as well. I got these because I travel for work and I wanted a pair of over ear headphones for music on the plane. Now I am worried about disturbing other people with what I am listening to.",4.0 out of 5 stars,Great if you don't mind everyone else listening with you
2828,"on March 11, 2018",,I am loving these headphones. I love that they cover my entire ear without pushing thwm down and hurting them and the control buttons on the side of the headphones. Easy to use and pair,5.0 out of 5 stars,Great headphones
2829,"on January 12, 2018",,"Finally, a set of ""over the ear"" headphones that actually fits over the ears, has great sound, and doesn't cost a week's pay.",5.0 out of 5 stars,Great sound
2830,"on October 3, 2017",,This headset is not a solution for playing games with friends on a teamspeak application like discord. You will not be able to get audio for any other programs while using this in a voice application because of the limitations of bluetooth... I think. I will be returning,3.0 out of 5 stars,dont buy for gaming with friends
2831,"on December 3, 2017",,This works well for my audiobooks and internet radio. You can wear them quite a while without discomfort - even with glasses.,5.0 out of 5 stars,This works well for my audiobooks and internet radio. ...
2832,"on July 30, 2017",,Great pair of headphones. Great balance of sound and noise isolation. Bluetooth connection lasts forever (~14 hours). Wired cored option is nice as well for using with devices that are not bluetooth compatible.,5.0 out of 5 stars,Great pair of headphones
2833,"on November 2, 2017",,"Sounds great, charges for a long, long time and feels comfortable. Definitely recommend these, even if they are slightly more expensive than others.",5.0 out of 5 stars,"Sounds great, charges for a long"
2834,"on December 10, 2017",,Great product for home. Highly recommend for someone like me who likes to watch shows turned up late at night without disturbing others.,5.0 out of 5 stars,Great product for home
2835,"on March 1, 2018",,My husband loves these headphones. The sound quality is great for the price of the headphones. I'm definitely buying myself a pair. :),5.0 out of 5 stars,The sound quality is great for the price of the headphones
2836,"on January 23, 2018",,"This headphone set is great. Fast shipping, made very well keeps noise out, and great sound. Highly recommend it.",5.0 out of 5 stars,Great  sound.
2837,"on March 14, 2018",,Bought this as a gift for my nephew overseas and man... he loved. I tested before too and sounded great by the cost!,5.0 out of 5 stars,he loved. I tested before too and sounded great by ...
2838,"on October 13, 2017",,"Great quality product, easy to sync with my iPhone, good sound. I am very happy with this product! My one (small) complaint is that the instructions are super tiny and the English translation isn't the best. For the money, this is a great product!",5.0 out of 5 stars,Great quality product
2839,"on August 8, 2017",,"These headphones are great!  Comfortable, excellent sound quality, and blocks ambient noise well.  Bought these for my 14 year grandson and he loves them.  They were super easy to pair, too.",5.0 out of 5 stars,"Good headphones, good price"
2840,"on June 19, 2017",,"These headphones fit great, sound great, and paring was very quick and easy.  I love that they included a pouch to keep them stored!  I am very happy with this purchase.",5.0 out of 5 stars,Great headphones!
2841,"on August 29, 2017",,"Very pleased!! These may not be loud enough for some people's tastes, but they are loud enough to be highly enjoyable, they are well priced, good charge time, and they are something I could only dream of as a kid.",5.0 out of 5 stars,Very pleased!! These may not be loud enough for ...
2842,"on January 27, 2018",,They fit well and will work well with my new Samsung TV that has built in Bluetooth. I like the color combo too.,4.0 out of 5 stars,Headphones
2843,"on January 20, 2018",,"It's nice size. got it same day delivery. The only reason it gets a 4 and not 5 because I thought it would have noise cancelling but you notice the echoes if you've ever HAD noise cancelling headphones. All in all, everything is good so far and the lower scores are pretty much ppl who had issues with delivery anyway.",4.0 out of 5 stars,Great Product
2844,"on January 9, 2018",,"Fits well and has a nice full base sound and not a ""squeeky"" one.Well made and pretty easy to operate.",5.0 out of 5 stars,"Fits well and has a nice full base sound and not a ""squeeky"" one"
2845,"on January 16, 2018",,"I absolutely love these headphones.  Ordered a pair for myself so that I could listen to my class lectures in peace.  My teenager initially thought they were Beats, and wanted a pair immediately lol.. even after realizing that they were not Beats ;). I ordered a 2nd pair for him for Christmas.  They offer a great fit and sound, they're comfortable, and easy to use.  Also, the battery lasts a long time.",5.0 out of 5 stars,My entire family loves them!
2846,"on November 16, 2017",,"Great sound, great price.They paired easily to my phone, tablet and computer.Love that I can be listening to music on my computer and if the phone rings, it paused it automatically and switched to the phone call.Cannot hear any outside noise either.Awesome!",5.0 out of 5 stars,Best Headphones I Have Owned and Amazing Price
2847,"on April 10, 2018",,Purchased for my Daughter and she loves them sound is good comfort is good vender follow up great thank you.,5.0 out of 5 stars,Great product for the money
2848,"on September 9, 2017",,"I'm by no means an audiophile, but these work very well for general everyday use. The sound quality seems to be quite good, though the controls are a bit un-intuitive at times and , like all headphones, they become uncomfortable after long-term use. Overall, these are a very nice set of headphones for the money.",4.0 out of 5 stars,Very decent pair of headphones
2849,"on June 26, 2017",,"Great headphones, arrived early and the sound is pretty good for the price. I would recommend this product to anyone looking for a wireless headset for working out.",5.0 out of 5 stars,Impressive
2850,"on March 4, 2018",,"So I bought this on a “lightning deal” it really is amazing. I bought it for my husband and I will definitely buy me one if it goes back on sale, not because it’s not worth it, it is. Just because I’m cheap lol",5.0 out of 5 stars,Good buy!!
2851,"on January 7, 2018",,My son loves these! He had the red pair but wanted the green ones so he got those for Christmas. Uses them all the time. Great sound!,5.0 out of 5 stars,Excellent headphones!!
2852,"on August 6, 2017",,I got these for my son and he loves them. The sound is great and the bluetooth easily connects to his iphone. The delivery was fast and the packaging was good.,5.0 out of 5 stars,My Son Loves Them
2853,"on January 13, 2018",,Very pleased with this purchase.  I bought the silver/black pair for my husband and the pink pair for myself.  Even with the size difference of our heads they fit both of us very comfortably. This was not our first Mpow purchase. We also own three pairs of the Mpow Jaws V4.1 Bluetooth Headphones Wireless Neckband Headset.  The company makes quality products.  Will purchase from them again in the future.,5.0 out of 5 stars,Very pleased with this purchase
2854,"on October 15, 2017",,awesome product...and Mpow has one of the best customer service I've ever dealt with...they stand behind their products...thank you Mpow,5.0 out of 5 stars,Five stars
2855,"on March 13, 2018",,"very much worth the price. music, phone calls and all are very clear and has a nice range and they are comfy",5.0 out of 5 stars,phone calls and all are very clear and has a nice range and they are
2856,"on November 6, 2017",,My wife loves these for cutting the grass.  It drowns out the mower enough that she doesn't have to blast the music to overcome the noise.  The Bluetooth is very nice and she says they are comfortable.,5.0 out of 5 stars,The Bluetooth is very nice and she says they are comfortable
2857,"on April 13, 2018","
      One person found this helpful.
    ","These headphones are absolutely incredible. They delivered quick, the package was intact, connected very easily to my phone, and very sound proof! My brother is going to order one now as well! Thank you so much",5.0 out of 5 stars,These are great!
2858,"on May 26, 2017",,"I ordered two of these for my twin grandsons birthday.  They were so thrilled when they opened the box and found these.  After their party was over, they immediately started setting the headphones up for use!",5.0 out of 5 stars,Great gift idea!
2859,"on January 25, 2018",,Loved them for the first two weeks. Now they work whenever they feel like it and only plugged in. You get what you pay for. UPDATE: the seller sent me a brand new pair for free! I didn't even have to ask. Great customer service which is majorly lacking elsewhere these days.,5.0 out of 5 stars,Meh.
2860,"on April 14, 2018",,"Buy! Sound is clear, loud and sharp. Never expected such quality at this price. Charges fast.",5.0 out of 5 stars,Amazing quality build...even better sound!
2861,"on December 18, 2017",,I use the headphones to listen to books on tape which I have downloaded to my phone. The head phones are comfortable and worked well with my phone synching to the blue tooth.,5.0 out of 5 stars,The head phones are comfortable and worked well with my phone synching to the ...
2862,"on April 13, 2018","
      One person found this helpful.
    ",Best  $39 I've ever spent. Comfortable and good sound.,5.0 out of 5 stars,Best $39 I've ever spent
2863,"on January 6, 2018",,This was a gift to a teen.  She loves it. I withhold my own opinion to see how functional it is after a month or so.,5.0 out of 5 stars,This was a gift to a teen.  She loves it.
2864,"on December 6, 2017",,"Best headphones I've ever owned.  I had been in the market for a pair for about a year, and after reading review after review of at least 100 pair, this one seemed like a winner.  What I love most is the fact that they can go from Bluetooth to wired, with the included 3.5mm cord.  So I can listen to music while on the go, as well as use them while playing my keyboard or guitar.",5.0 out of 5 stars,Best headphones I've ever owned
2865,"on January 4, 2018",,I use these head phones at the gym. Sound is great. They cancel out alone of noise. Works well for me. No complaints.,5.0 out of 5 stars,Great headphones for working out at the gym
2866,"on May 30, 2017",,"Bought these for my 93 year-old father. Very clear, quite good sounding Bluetooth headphones. Easy pairing process. Wish the volume controls were a bit more legible though.",4.0 out of 5 stars,Not Bad
2867,"on January 20, 2018",,Didn't know it was so nice. Really high quality build. Pairs beautifully with my samsung Galaxy S7...and also has regular jack to connect if you can't use bluetooth.,5.0 out of 5 stars,Didn't know it was so nice. Really high quality build
2868,"on October 30, 2017",,"I purchased these for work. I am in a very busy cubicle space. I put them on and listen to relaxing sounds without being distracted by people walking past me constantly. They are very comfortable. Battery life is okay. The cord could be a little longer for charging or if you want to plug in instead of using blue tooth. These aren’t Bose quality. All in all, not too shabby for the price. I’d recommend them.",4.0 out of 5 stars,Decent for the price
2869,"on February 23, 2018",,I love these headphones and I use them all of the time.  I think they are a very good deal for the money,5.0 out of 5 stars,I love these headphones and I use them all of the ...
2870,"on September 14, 2017",,Purchased a BT transmitter along with head set.  I had never set up any thing like this before and everything went OK.  Once set up re-connecting BT was easy.  Would I buy again .....YES.,5.0 out of 5 stars,First time set up
2871,"on April 5, 2018",,Works like a charm. Wireless Bluetooth is easy to set up and my son loves this. Sounds excellent and good noise cancelling. Also holds a long charge.,5.0 out of 5 stars,Great wireless headphones and good sound.
2872,"on January 18, 2018",,"These headphones look great, appear to be built very well and was pretty easy to connect to my cellphone via bluetooth. Not sure if i received a defective set but I have read tons of reviews stating excellent sound quality but mine have non existent bass and sounds very shallow. Was hoping for better results but am disappointed with the sound from these headphones",3.0 out of 5 stars,Sound not what I expected
2873,"on September 22, 2017",,"Great device.  I recently became a virtual teacher, so am using them to hold virtual meetings and attending class discussions.  Very clear sound and works great.  I love not having a cord and being strapped to my desk.",4.0 out of 5 stars,Virtual Teacher tool
2874,"on August 12, 2017",,"These are AWESOME! I use them to listen to music while doing stuff around my apartment (I have roommates) but primarily they are for studying while I'm in noisy places. I work full time and am returning to school for a second degree and they help me stay focused while studying. The sound  quality is excellent in my humble non techie opinion. Lol. They're a great product at a great price point. Oh, and the battery lasts forever!!!!",5.0 out of 5 stars,Great product at Great Price Point
2875,"on December 28, 2017",,I bought these headphones for my train commute to/from work so I can watch downloaded Netflix shows.  These are wonderful  headphone and the sound is crisp and clear.  The noise cancellation is pretty good too.  I have to sometimes pause my show so I can hear the announcement on the train. LOL,5.0 out of 5 stars,These are wonderful headphone and the sound is crisp and clear
2876,"on January 27, 2018",,"I've only had these a week, but so far,  I have loved them . They were easy t pair, has a good sound, and are comfortable.",5.0 out of 5 stars,"So far, so good"
2877,"on November 4, 2017",,"I only had these briefly, and for the price I couldn't complain about the audio quality, but they were quite uncomfortable to wear. I don't have a small head, but I don't have a very large head either. If you think you may have a slightly larger than average head size, I'd suggest saving yourself the pain and looking for a different pair of headphones.",2.0 out of 5 stars,"I only had these briefly, and for the price ..."
2878,"on July 28, 2017",,"Got these for my husband for his birthday to go along with his new Ipad.  He loves them!  The red and black color look very ""classy"" and the sound is even better than my Memorex Headphones.  They shipped really fast too.  Highly recommend!",5.0 out of 5 stars,Mpow Headphones
2879,"on April 4, 2018",,"3+ months and no issues. design is good, works well with old Lumia 640 phone, no complaints",4.0 out of 5 stars,3+ month and no issues
2880,"on August 25, 2017",,Astonishingly great sound for PC gaming and these truly bring out the 3D environmental sounds and my music sounds far better than I've ever heard it.,5.0 out of 5 stars,Astonishingly great sound
2881,"on March 6, 2018",,"Not the absolute BEST sound but very good quality for the price.  They look really sharp, i've received many compliments and questions about where I got them.",4.0 out of 5 stars,Not the absolute BEST sound but very good quality for the price
2882,"on March 6, 2018",,I was very happy that I bough these headphones simple to operates loud and clear I am a happy camper now I can lessons to my music or the tv with out hearing my girlfriend compline about how loud its,5.0 out of 5 stars,how clead the sound is
2883,"on April 1, 2018",,"These headphones are better than I expected. I use them, when I walk. The quality of sound is excellent. Callers on the other end of my calls say they hear no outside noise.",5.0 out of 5 stars,These headphones are better than I expected
2884,"on February 14, 2018","
      One person found this helpful.
    ",Packaged very nicely  very comfortable the only reason it's not a 5 star product for me is that I wish it had a bit more bass I kinda like having a bit of a thud when I listen to songs,4.0 out of 5 stars,Overall worth the price
2885,"on February 23, 2018",,They are comfortable to wear for extended times and they have good sound.Could use a little more volume,4.0 out of 5 stars,Four Stars
2886,"on November 18, 2017",,"I got the red & black version about two months ago and it's a great product. Clear sound with good bass. Awesome deal for this price. My only worries are call volumes are sometimes too low or not clear, the function buttons don't work  when using aux with my Samsung phone but works perfectly with Bluetooth. I wish there is a way to tell the battery charge level at any time. Otherwise, great product.",5.0 out of 5 stars,Great headphones
2887,"on February 2, 2018",,"The sound is fine, and they're comfortable enough. They do almost nothing to keep out office chatter though.",3.0 out of 5 stars,Three Stars
2888,"on May 2, 2017",,"Love the longevity of the battery life, no need to charge them throughout the work day. The distance I can walk away, while my phone is chargeing, from the phone is so much farther than my last pair of blue tooth headphones.",5.0 out of 5 stars,Love the longevity of the battery life
2889,"on May 25, 2017",,"Been using this for a week and by far best set of headphones I've ever had. Use it for school, gym, and even work and can't complain at all. No need to splash all that cash on other brands because this is the best!",5.0 out of 5 stars,AMAZING!!
2890,"on August 23, 2017",,I adore these!!! I use them at home for gaming and take them to work for listening to music during the day (I have a desk job). They are everything I expected and more. I bought my husband and I each a pair with our first order and will be buying each of our kids a set as well.,5.0 out of 5 stars,I adore these!!! I use them at ...
2891,"on February 22, 2018",,"I must revise my review.  My son said these were broken, but I checked afterwards and they weren't.  I feel terrible about giving the product a bad review.  The seller just sent me replacements, and I hadn't even asked for them!!  (I need to send back to you, I'm SO sorry!)  Anyway, these are great for the price!!  Thank you for being so on top of it!!",2.0 out of 5 stars,Two Stars
2892,"on July 17, 2017",,This are absolutely wonderful! I finally found a headset that is not heavy... sound is great... easy to use. Am very happy with these and would recommend them!,5.0 out of 5 stars,This are absolutely wonderful! I finally found a headset that is not ...
2893,"on April 14, 2018",,Sound quality is just ok. Sounds muddy. Will use as a backup for a set with higher quality.,3.0 out of 5 stars,Three Stars
2894,"on September 29, 2017",,Sweet headphones! Sound is good. Battery lasts a long time. Light and comfy. Adjustability good. More than reasonable price. Get ya some!,5.0 out of 5 stars,All good here!
2895,"on January 24, 2018",,"I bought these in Blue for my fiance for Christmas. He loved them and so did I so I had ti get myself a pair. So far so good. No issues just great sound quality and they stay on our heads just fine, even while running",5.0 out of 5 stars,Good buy
2896,"on April 14, 2018",,Don't waste your money buying another more expensive headphones!! These are fantastic for the price.,5.0 out of 5 stars,Five Stars
2897,"on November 29, 2017",,Amazing for the low price beats my wired beats headphones especially for working out (running they are a perfect fit not loose) would buy again and connects super fast as soon as it says device on it saves no time for it to say device connected and perfect for when you are hearing music and changed to a call flawlessly with a push of a button.,5.0 out of 5 stars,Best BANG for your buck would buy again
2898,"on June 8, 2017",,"I love these wireless, Bluetooth headphone and they work very well with my Samsung Galaxy S5 phone.  The product again is great and delivery was on time and packaged very well.",5.0 out of 5 stars,Mpow Bluetooth Headphones
2899,"on January 22, 2018",,"I liked it the most because they worked for my husband on our plane trip and he could listen to a audio book and hear it clearly.It was in our price range which was great! I liked it also that you could plug it in or use the blue tooth,my husband prefered plugging bit in.",5.0 out of 5 stars,Great for airplanes.
2900,"on June 25, 2017",,They are lightweight and comfortable. They adjust to fit and deliver good sound. You have to get a blue tooth toggle if you don't have a program already installed.,4.0 out of 5 stars,Good headphones.
2901,"on August 8, 2017",,Can't get the mic's bluetooth to sync with the computer bluetooth. It only shows it as a headset with no mic. The sound is good. Comfortable as well.,3.0 out of 5 stars,"Using with PC. No mic, only headset."
2902,"on May 19, 2017",,Solid and comfortable. Decent sound for the price. Only complaint would be the control button that is not as responsive as I would like. Switching from two paired devices could also be easier.,4.0 out of 5 stars,Solid
2903,"on November 23, 2017",,My 12 yr old son loves them. Look well made. Bluetooth works well. Foldable design is nice feature. Comes with charger and regular audio cable so you can use without Bluetooth if you want.,5.0 out of 5 stars,Foldable design is nice feature. Comes with charger and regular audio cable ...
2904,"on August 18, 2017",,"My son LOVES these. He tells me thank you everyday because they work great, have a great battery life and make it where his sister can't annoy him.",5.0 out of 5 stars,"He tells me thank you everyday because they work great, have a great battery life and make it ..."
2905,"on February 15, 2018",,"Too heavy. Sound quality has too much  bass - not adjustable, Bluetooth shaky at more than fifteen feet from device.",1.0 out of 5 stars,Too heavy
2906,"on January 27, 2018",,Perfect fit on our 16 year old Granddaughter. she LOVES the sound and the look. Great praise from a teenager,5.0 out of 5 stars,Lots to pick from--Glad we chose this one
2907,"on February 5, 2018",,"Sound is great. Good quality, overall. No complaints yet other than my unit only works about 20 feet from my phone.",4.0 out of 5 stars,20' Bluetooth range.
2908,"on March 12, 2018",,"These are my go to now. Sound quality is a little to bassy for me but I use these for post production work at my desk. The fact that I'm no longer tethered is fantastic and to my surprise many of my colleagues have purchased  and are using them as well. For the quality and price it's tough to beat. Easy to connect, very comfortable, would recommend for the value.",5.0 out of 5 stars,The fact that I'm no longer tethered is fantastic and to my surprise many of my colleagues have ...
2909,"on October 31, 2017",,Sound greatOnly minor downside is these leak outside sound somewhat and they are a bit uncomfortable after several hours of use,4.0 out of 5 stars,Great for the price
2910,"on January 31, 2018",,"I loved these headphones. I charged them once and they are still working after a 12 hour flight, exercising for 3 hours and they are still going. I love these headphones.",5.0 out of 5 stars,Great headphones.
2911,"on February 23, 2018",,Are you looking for a concert experience on your head. Then look no further. The bass is amazing lyrics are crystal clear you can rock out just like you are at the concert. Until your mom or girlfriend calls ruining the whole thing just like a concert. Thanks mom,5.0 out of 5 stars,Sounds amazing
2912,"on February 26, 2018",,very poor sound. I like to lissen to veriaty of music and felt that there was no beat at all with these. There was no bass or decent sound quality with these. Music was very dull. Would not recomend.,1.0 out of 5 stars,Poor sound quality
2913,"on October 31, 2017",,"Great headphones, reasonably priced and I think my entire family now wants a pair for themselves. Highly recommended if you think name brand are just too pricey. These are very good quality and comfortable. The buttons on the side are not ideal to be pressing while they're on but they work great. Bluetooth connectivity works great, if you hear muffled sounds be sure to check your device to make sure it's working properly.",5.0 out of 5 stars,Great Product.
2914,"on April 3, 2018",,Very awesome earphones. I love how you can either use them via bluetooth or hook them up with a cable. They sound great and are very comfortable when working out. I run with them and they don't fall and stay put. Great buy for the price.,5.0 out of 5 stars,Very awesome earphones. I love how you can either use ...
2915,"on January 20, 2018",,My granddaughter picked this as one of her top favorite gift selections for Christmas.  Very nice headphones.,5.0 out of 5 stars,Very Happy Granddaughter
