,Ratings,Reviews
532,5.0 out of 5 stars,"LOVE THESE! Let me count the ways: I went on CNET.com to find the BEST headphones (after being disappointed with a crappy pair that I bought here trying to save $). These SOUND AMAZING. And they FIT in my ears a completely new way: they sit in my ear, snugly, without feeling like my finger is stuck deep in my ear (if that makes sense). But I can still have a conversation at the gym; ideal. I LOVE them being cordless -- omg, to be on a spin bike and not worried about the distance from my phone, lol. And... HEART-RATE MONITOR -- I thought that would be a tedious set-up and I would never use it? Wrong -- I'm pedaling along looking at my heart-rate go up and down in real time! And get this: even the little pouch it comes with is perfect: it's flexible so you can jam the headphones back in, and even has a carabeaner to attach it to my backpack! IF YOU""VE READ THIS FAR, you're a weirdo like me, who actually reads a lot of reviews before choosing. BUT THESE NOW! :)"
533,5.0 out of 5 stars,"These headphones sound really good considering they are wireless, the bass reproduction is fantastic compared to other in-ear wireless earphones. The hardware layout is similar to other Bose products, all manual controls are on the right side, which is great if you're already accustomed to Bose. Unfortunately these do not have noise isolation or noise cancelling. Although the StayHear gel plugs have no guarantee of noise isolation they are very comfortable and stay stationary in your ear. The product itself doesn't come with a charging case which is available for another 50 dollars, so you'd need to make sure these are charged before going out for your day. These headphones support the standard (and universal) USB Type Micro-B charging.

These awesome earphones can also be paired with Bose Connect mobile app which can update the earphones to the latest firmware. But what I love the most is that the app works with other Bose products as well, such as the Bose QuietComfort 35. Unlike the Apple owned Beats brand, these headphones support reporting of battery level with supported Android devices and voice prompt of the battery during boot of the earphones. These earphones also support the AAC codec which can provide high quality audio with Apple and Android devices (if supported). If there are bluetooth inconsistencies a quick-fire way of fixing this issue would be to clear and re-pair both devices, fortunately these earphones rock an NFC pairing tag.

If you're concerned about looks... Well, these headphones are quite big but not ugly, definitely still comfortable."
534,4.0 out of 5 stars,"I have been using these headphones every day for almost 5 months now and they work just as well as the day I received them. Making the switch to the iPhone 7, I didn't want to have to carry around the lightning to 3.5mm headphone dongle everywhere if I lost the Apple lightning headphones so I decided to make the jump and purchase some wireless headphones. I never liked the idea of the fully wireless ones (i.e. those that look like Bluetooth earpieces) so these were perfect for me.

I work a desk job that allows me to listen to music while I work so these are in my ears all day every day. They are very comfortable; I've used some headphones that have irritated my ears after a few hours but I'll wear these at work and again when I'm working out. They stay in place even while running - I think is thanks to the design of the ear pieces. While at work I'll use one side at a time and leave the other side draped over my shoulder. There are no issues with this as long as you use the provided clip that connect directly to cord. I recently broke this clip due to my own clumsiness and every once in awhile I need to adjust how it is draped so that it does not pull too tightly but it isn't anything that isn't manageable.

Battery life is exactly what I would expect for Bluetooth headphones. I get approximately 3-5 days use between charges. That is with me using these headphones for about 9 hours every day. I did not purchase the pair with the charging case so these charge via USB. I'll plug them in when I get down to about 30% battery life (which the headphones conveniently tell you in-ear when you turn them on) and I'll have a full charge in about an hour or so. They also come with a small case that is perfect to throw in your bag when you're on the go.

The microphone/volume adjust also works very well. I use the microphone daily for phone calls and the person on the other end never has any complaints about the sound. I was told that the sound is clear and it amplifies so that you can be heard.

I definitely recommend these headphone for anyone that doesn't want to be tethered to their device! The sound is excellent and they are very comfortable.

Bose SoundSport Wireless Headphones, Aqua"
535,5.0 out of 5 stars,"I just got these in yesterday so I can’t write a great review YET.
First, I can’t believe I spent $200 on a pair of headphones but I do use my headphones a LOT so I was able to justify the splurge.
This is the first pair of “high end” headphones that I’ve bought so my experience is limited. I’m comparing mostly to LG HBS850.
The first thing I noticed was how big the ear pieces are. They are pretty large and protrude out of your ears quite a bit. The LG ear piece is tiny in comparison(see image). I thought there would be no way the things were staying in my ears, however, they are MUCH more comfortable than the LG ear pieces. I didn’t even realize how uncomfortable the LGs were. The Bose ear piece doesn’t actually go inside your ear canal like the LG does. With this type of earpiece, the Bose is not quite noise canceling(nor is it supposed to be).
Some of the reviews say the Bose don’t get loud enough. Since they don’t actually go inside the ear canal and create a seal like the LGs and other internal earbuds do, it does seem like they don’t get quite as loud, however, they do get plenty loud. They just don’t get so loud that it hurts. If you want that, youu probably should go with the Beats.
They connected to my iPhone 7 effortlessly. A mere click( we’ll more of a mushy push) of the power button and voila there it was on my phone.
Then came the sound test. Oh my goodness!! They sound amazing. I can’t believe the difference in the sound quality between these and the LGs.
It’s like the difference in monaural and stereophonic sound. The bass is very strong. I’m no techy person so I can’t really go into detail about how great the sound is but it is amazing.
So that’s about all I can say for now. I will update more about the quality after I’ve used them for a while."
536,2.0 out of 5 stars,"I am a very loyal Bose buyer. I've found that their quality is always really great, and their customer service is always helpful in trying to make things right. But the battery life on these headphones is so bad. I don't know that I can listen to them on the way to work, turn them off, and have enough battery to make it home at the end of the day. Even after leaving it at a full charge over night, when I remove them from the charger, it says I have a charge of 90%. I just removed them from the charger after 7-10 hours. Another really annoying feature is when you are listening to anything, the automatic voice will chime in to let you know you've connected to another device -- or has disconnected. It's just a bumbling interface with very poor battery life. I should have just gotten the AirPods."
537,5.0 out of 5 stars,"Sound: 5
Design/Use: 2
Battery: 1

I have the wired sound sport model but upgraded because my new iPhone doesn’t accept the audio plug without an adapter.

Sound:
As I would expect from Bose, the sound is full and fantastic!

Use:
It feels bulky in the ears, much heavier than the wired version, and easily falls out unless wedged in well. I wear the buds around my neck so it has support (and so it won’t fall to the ground if it falls out of my ears) but it often gets caught, pulls, then falls out of the ears—especially with only one in the ear.

The earbuds also have a general Bluetooth issue, where it doesn’t always ring in the ear with an incoming call and often requires me to click my iPhone audio button and select “Bose soundsport” when accepting calls. I don’t know whether this issue stems from poor Bluetooth protocol implementation by Bose or by Apple, but it defeats the purpose of “hands free.”

Battery:
A couple months in and the battery dies after three to four hours, which, in my opinion, isn’t heavy use . This disappoints me the most out of its issues."
538,5.0 out of 5 stars,"I have had the headphones over six months now and i love them, they have great sound and they fit my ears really well and there is no irritation even after all day use. I am currently on my second pair after my other pair went nuclear, I answered the phone one day with the headphones and they went haywire. I had what sounded like Morris code in my left ear and they refused to charge. I contacted Bose, by email, and after 24hrs i received a response. I tried all of their recommendations for fixes and none of them worked so they sent me a new pair. All of this took about a week. Their customer service was excellent.

The only complaint that i have is the clip that attaches to your shirt, which is extremely necessary if you do not have both earpieces in, is easy to loose. I have already lost the new one i got a month ago. It really needs to be permanently attached to the headphones some how.

I have had other brands of wireless headphones before and they have all fallen apart after a year (literally fallen apart). The Bose headphones have been able to handle my work environment,contractor and house remodel-or, with little to no problem."
539,3.0 out of 5 stars,"These headphones are (almost) absolutely perfect. They sound better than my Jaybirds BlueBuds X and my old wired pair of Bose headphones. They are SUPER comfortable. Easy to use. They're super light in my ear and I never worry about them falling out. The SoundTrue tips from my old Bose headphones fit and worked perfectly, but made the sound a bit tinny, which is fine because I found these new SoundSport tips that came with the headphones to be more comfortable and sound better, but they do block out more noise. They aren't noise cancelling but don't expect to be able to have a conversation while wearing these. The wire is a bit thin so time will tell how it'll be hold up to wear and tear, and the volume/play buttons are a bit mushy, which isn't a complaint, I just prefer something more clicky. I'm guessing it's mushy because it's rubber for the water resistance. My biggest complaint, which is still a small one, is that the 6 hour battery life seems a bit short. They probably would've had to do something like the LG Tones do for more battery, so I'm okay with how they did it.
All in all, I'm VERY happy with these. The thing that matters most is that they sound good, and they sound amazing."
540,5.0 out of 5 stars,"I come from an era where earbuds were supposed to be annoying. If you didn't feel them plugging your ear, they needed to be shoved in so they were that much more uncomfortable. That's why I thought these Bose SoundSports didn't fit me! Sure, I heard my podcasts better than ever (as well as any noises that walkers of dogs in the early morning should be aware of), but I kept trying to push them into my ear. Why? Because they were too comfortable!

When I finally figured out they they weren't going to fall out, I realized they were SUPPOSED to be comfortable and began to enjoy these little beauties. And enjoy them I do!

I often forget that I have earbuds in my ears, which makes me wonder where the voices are coming from! No, really, these earbuds are light, comfortable, and completely secure as they rest in your ear. (Please note that I am almost 60 years old and do not engage in anything more strenuous than walking uphill at a brisk clip. I cannot attest to their stick-in-your-ear-persistence if your thing is doing backflips on a trampoline. Just saying...).

As for sound quality, features, and the like, again, I'm from the era of transistor radios and VHS tapes. All I can say is that the sound is great and even I figured out how to use them with no help from anyone (including Google). Bose has, once again, lived up to it's well-deserved reputation."
541,5.0 out of 5 stars,"Bought these 5mos ago and gave an initial 5 ☆ rating. Mostly for sound. Bose has superior sound no two ways about it.
What Bose does not have is the ability to build a pair of head phones that last longer than 6mos. This is the 2nd pair (last pair was wired) of head phones from Bose that I've paid at least $100 for to take a dump on me within the 1st 6mos of use.
The rubber around the right earbud separated from the hard plastic housing, causing the power button to no longer turn off the unit.
The play button on the in-line control, squishy at best to start with, became completely useless. Also the molding cup on the left earbud wire, where the wire enters the speaker housing came loose and slipped down the wire. ANNOYING!
The clothing clip, which they only provide one, broke within the 1st 2wks. Then they expect you to pay another $12 for a replacement!
For $149.00 before tax or S&H this is completely unacceptable. Bose should do better.

While I'd like to NOT recommend these, I cannot. The sound, comfort of fit and ability to remain in-ear no matter what, makes up for the other short comings.

I do however recommend the purchase of the Asurion 4yr protection plan for another $12. Trust me, it will come in handy! Just filed a claim yesterday, and will receive my new pair today! All thanks to Asurion, not Bose, mind."
542,5.0 out of 5 stars,"Headphones provide very good sound quality. The bluetooth link to my computer usually maintains a decent connection even when out of line-of-sight. The only real complaint I have is that the rubber ear inserts begin to hurt my ears after an hour. Otherwise, I would rate them 5 stars.

Problem: I ordered the Bose SoundSports on December 6, 2016, and toward the end of October the rubber seal that covers the on/off switch and usb charging port pulled away from the headphone. Consequently, I was unable to turn the headphones off or on without pulling the rubber seal out of the way to depress the on/off switch.

Bose Customer Support: On November 6, 2017 I contact Bose customer support and the rep stated that they would replace my expensive headphones free of charge, shipping label to be sent, and I will return the defective headphones to Bose. Once they receive the headphones, the new replacement will be sent to me.

Problem Solved: Since I had the headphones under a year, I was hopeful that I could get a replacement and Bose did not disappoint. Thank you, Bose. Excellent support."
543,5.0 out of 5 stars,"I'd have to agree with a lot of more detailed reviewers: Sound is awesome, bass is not overpowering but does leave you wanting more volume. Fit was fine for me but did note the cable tends to pull to the side of the controller (right)...fixed by using the clip at the back of your shirt. I returned mine due to the choppy BT signal (while jogging/running) when pulling my iPod Nano out of my pocket. Just that short distance caused the spotty BT connection until returned to my pocket. I expected better from Bose. So until a more solid wireless BT product comes to market, I'll continue to use my ""wired"" Bose headphones."
544,5.0 out of 5 stars,"Easy to setup, apps work great, auto firmware update worked just fine. I'm an ""audiophile"" and the $39 set of wireless waterproof bt earbuds were just *terrible* so I decided to fetch these (and return the others). The Bose pair have the added advantage of heart rate monitor, which is perfect for me on my bike commute to work (although there's a saftey concern of not hearing what's around you, so I will likely keep the volume down).

Overall have been listening for an hour and am really enjoying this even at my desk (instead of my $600 headphone amp plus magnaplanar headphones). Lots of detail, lots of bass, and pretty good sound for in ear monitors. Impressed.

Highly recommended thus far."
545,5.0 out of 5 stars,"My review is going to be brief for now but this was one of the best audio-related purchases I've made in recent years. I was having a hard time deciding between the Jaybird X3s and the Bose SoundSports but I'm glad I went with the SoundSports instead. The battery life on the X3s is one hour better than the SoundSports however ability to charge the SoundSports with any micro-USB cable is a huge plus. I don't have to worry about remembering to bring an adapter everywhere I go

As for sound, these definitely have the quality I've come to expect from Bose. I have some very expensive Sennheiser open and closed over-ear headphones at home (that cost $250 or more) and while the SoundSports may not sound as good as those I was very impressed at the audio quality with them being wireless.

I decided to include a SquareTrade 4-year warranty when I purchased these due to some of the durability concerns I've seen so only time will tell how they fare in that regard."
546,4.0 out of 5 stars,"These headphones are outstanding. I upgraded from my other Bose headphones (with the connection wire) when my phone's headphone jack broke and I could not be more pleased with the results. In addition to the convenience of being wireless, these do a better job of blocking out outside noises - a huge issue for me as a commuter on noisey public transit.

I docked one star only because of the battery length. The headphones alert you what the % of battery is left, which is helpful, but I don't think the 6 hours is very long, especially for travelers.

It arrives in a pretty swanky box, adjustable ear inserts of various sizes, a carrying case, and suggests you download a mobile app for various connectivity benefits. I am unsure of what those are at the moment, but did so in the event of software updates (Don't want to get burned in the future!), Which took 20 minutes, but was very easy."
547,3.0 out of 5 stars,"The sound quality is very good, but there was no way I could keep these snugly in my ears with any reasonable amount of movement. Tried all three sizes of the ear things, and none worked for me.

I admittedly have an ear shape that is apparently hard to fit, so this issue probably doesn’t exist for most people.

The main issue is the weight. The Bluetooth technology is housed in the earbuds themselves, which makes them fairly heavy...hence the issue.

The search continued for good quality wireless earbuds that I can actually use. Until then, I’ll have to stick with my wired Bose earbuds."
548,4.0 out of 5 stars,"These are definitely far more comfortable than the Jaybird X2 I purchased them to replace. The silicone is soft, fits nicely in my ear, and stays put for the duration of my workouts. Although it is not featured in any of the photos, nor mentioned in the manufacturer info, there is a small clip that's attached to the cord and allows you to connect it to your shirt. This keeps the cord centered, and prevents an excess of cord on either side from pulling the ear piece. This tiny feature is worth its weight in gold.

The only problem I have with the SoundSport wireless is the power button. It is extremely finicky, and often I'm unable to turn it on and off on the first attempt. Beyond that one annoyance, these are my favorite headphones for working out. The sound is good, they don't let in much ambient noise (considering they are not intended to block incoming noise), and are really, really comfortable. I recommend them!

Just remember to charge them between workouts and you'll be pleased. I can get through almost 100 miles of cycling on the same charge."
549,5.0 out of 5 stars,"These babies sound AWESOME. I recently used the Powerbeats2, but after a little over a year, they died on me. Amazon was nice enough to refund me, and I decided (from reading multiple reviews), that the Bose SoundSport were a good choice for me. I am very satisfied that I went with them! Their sound, especially the bass, is by far better than the Powerbeats2. The fit is also really nice, considering I have glasses, so the Powerbeats were a bit annoying. The SoundSport fit nicely in my small ears, and do not shift at all. I will definitely recommend to anyone looking for wireless headphones for every day life or working out!"
550,5.0 out of 5 stars,"where to begin? these things suck, the sound is alright but the battery isn't worth a good god damn. after you charge them on your computer for a while and put them in your ear to turn them on it will tell you ""battery 100 percent"" ok great right? so turn them off then go to the gym but when you step on the treadmill and put them in your ear and turn them on it will tell you ""battery 70 percent"" well how in the F did i lose 30 percent of the battery while they were turned off and not being used? they will also fall out of your ears if you are sweating profusely or working out really hard and fast, i should have stuck with the beats by dre that malfunctioned after about a year of having them i never had a problem with those until they all the sudden stopped working at around the 1 year mark. so in closing dont buy these headphones, the battery sucks and doesnt EVER hold a charge and its hard to get them to stay in your ears."
551,5.0 out of 5 stars,"I was looking for Bluetooth earbuds to use with my new iPhone (that doesn't have a headphone jack), and considered several options that are less expensive and all have great reviews. However, I have had two pairs of wired Bose earbuds in the past and they always have GREAT sound and have lasted a LONG time. I had to go with my instinct and pay more for a pair of Bose again, and I'm not disappointed. The other brands would have probably been fine, but Bose has the best sound and quality, and that does cost a little bit more! These are comfortable, don't fall out of my ears, the sound is outstanding both for my music and phone calls (as well as for the people on the other end of the call). People usually don't even realize that I'm using headphones! My recommendation...spend a little bit more on your earbuds! These are worth the investment, and you won't need to replace the cheaper ones in six months."
552,1.0 out of 5 stars,"Pros:
*Good sound - Seem balanced to my ears, and I’ve been called fussy.
*Comfortable - almost as though they aren’t there.
*Secure - Ran 4 miles, got sweaty, and the headphones didnt move around.
*Adequate battery life - 3 hours took them down to 40% battery
*Seem well-built
*Intuitive controls
*Was told my voice came through clearly on multiple calls

Cons:
*Wish isolation was better.
*Comply does not make replacement tips
*Not inexpensive (but they are good)
*Kind of big - others can’t miss seeing them if I’m wearing them!

Needed a pair to go running with and to use at work and around the house. Will never be confused with my Sennheiser HD650 or other full-sizes cans (or even my nice Audio Technica earphones), for sound quality, but a very pleasant and accessible sound signature. I like them a lot!"
553,2.0 out of 5 stars,"Good:

- Connectivity is solid. Much better than similar Jaybirds and Beats.
- Sound is slightly above average Beats, way way way higher than Jaybirds.
- Carrying case is small and zippered, unlike competitors that have embarrassingly large and useless cases (Jaybird) or open and rubbery cases (Beats)

Bad:

- Extremely loud and annoying beeps every time you connect or reach max volume. The Bose Connect app lets you turn off annoying voice feedback but the beeps remain.

- The fit is terrible -- much worse than competitors. This is in part due to the extra bulk of the headphones. But it could've been solved with offering customers more sizes for the rubber inserts. Right now, there's a huge jump between medium and large sizes so there's no real way to get a good fit that doesn't leak a ton. Both my girlfriend and my brother can't use this for the exact same reason -- so I know it's not just my idiosyncratic ears."
554,4.0 out of 5 stars,"After 9 months of frustrating use, finally died over this past weekend. Every couple weeks it would start buzzing and only stop when plugging into charger to reset it. On/off button had become harder to push because the rubber cover seems to have shifted to the side and I can't put it back in place. Now doesn't work at all because for some reason is not recognized by my multiple devices (so its the headphones, not my device). For $200 I expect them to work longer than 9 months. Other less important issues: they talk too much! when turning on to pick up a call, it says several words which means you can't hear the other person, rubber cover on the volume switch popped off and can't fix, pulse isn't taken unless the app is open and active which means no analytics/graphs - you have to be looking at the app to get info - no ability to set a target HB range while exercising. DO NOT BUY THESE - ZERO STARS."
555,5.0 out of 5 stars,"In spite of Bose's reputation, I was a bit skeptical of these headphones, not for any specific reason, but perhaps only because a link over Bluetooth did not inspire confidence in the final sound quality. Looking at the photos of the headphones, too, made me somewhat concerned that these would be a bit uncomfortable in my ear due to their design and due to my pretty sensitive ears.

Well, I was proven wrong on both counts the minute I tried these headphones. Without a doubt, these are the best earbud-style headphones I have ever heard. From the moment I started testing them out, I was extremely impressed with their clarity, dynamic range, ""presence,"" and, yes, even comfort. Most earbuds I have used over the years require a few days of use before they start to ""break in"" (and, yes, I know there is controversy about this issue, but I have experienced it myself on multiple brands of headphones at all price levels), but these sounded wonderful right from the first moment of play.

If it is helpful, let me be clear and say that I am pairing these with an iPhone X and using high-resolution (24-bit, 192kHz) files, and so some might attribute my reaction to those factors. And there is, of course, a sonic improvement with high-resolution files, and the iPhone X certainly has a good sound system. But after those initial trials, I switched to lossless rips of CD's (16-bit, 44kHz), and then, finally, to mp3 files (128 bps). Although I could certainly hear the sound quality reduce as I went ""down the chain,"" the earphones themselves continued to sound wonderful, bringing new life to even those relatively low-quality mp3 files.

All of this led me to conclude that these headphones sound so good, and are so comfortable to wear, that they are certainly best-in-class. Sure, you can spend over $1,000 on a set of earbuds, but I wonder if there might be a great diminishing of returns, where the tiniest incremental increase in sound quality carried with it a hefty, NON-incremental price hike. The sound is rich, easily covers the range from the lowest bass to the highest highs, have an exceptional presence, add no noticeable noise from the Bluetooth connection, and having a natural sonic quality that truly makes the headphones ""disappear,"" leaving only the sound. I must say again, I was deeply impressed, so much so that I will now plan to use these with many of my audio players, not just my phone.

Some of the information that is easily available in the product section I will briefly cover. The length of the cord, which goes around the back of the neck, is just about the right size so that, when you take the phones out of your ears, they hang in front of your chest, but don't go so far down that they become a nuisance. A nicely-placed small clip attaches to the back of your collar to further secure the headphones (and is easy to attach, remove, even when reaching behind you!) A very intuitive and easily-accessible volume and microphone control are on the right side of the cord in a single housing (see the photos), and a single button for on/off, paring, and charging indication are almost invisible on the one ear housing, but still easily accessible without having to look. Charging is accomplished but pulling a discreet rubber panel open on the earphone body and plugging in a micro USB cable (supplied, but perhaps too short for a lot of situations: you might want to use a different cable). Battery length is rated at about eight hours, although I have not yet been able to verify this value as of yet.

The photos of the earbuds which led me to wonder if they would be uncomfortable in my ear (the skin of my ears, including my ears themselves, are sensitive, making many earphones uncomfortable for me to wear. Bose here has done a magnificent job of developing a form fit that is both comfortable AND secure. The curved plastic you see in the photos by the earbud is actually not plastic at all, but a very flexible and gentle silicone composition. You simply put the earbud near your ear, press in and twist a little back and forth, and the curved silicone piece goes into the outer ear with just enough ""grip"" (for lack of better word) to very securely hold the earbud in place but are almost unnoticeable. In fact, since this curved silicone piece bears some of the body's weight, it turns out, unbelievably, that these are actually more comfortable than most all of my traditional earbuds which have nothing but the ear canal components (and which I have used for years because on-the-ear headphones hurt my ears in just a matter of minutes).

All I can say is that, after testing these out, I thought to myself that there is a reason that Bose has built a reputation as it has. I do not have any other Bose equipment (I did have some of their speakers back in the 1980's), so I cannot speak at all to their other devices, either good or bad. But I CAN say that these headphones have easily won me over, and I am truly impressed with their ability to put our truly good sound. Looking a bit expensive when I ordered them, I now view them as a ""bargain"" of sorts, due to their sound reproductions. Truly an EASY Five Stars, and well worth your consideration, fully understanding that headphones are a very personal choice. But I recommend you try them out if you have not already, because they truly are amazing, particularly at this price point."
556,4.0 out of 5 stars,"Needless to say the sound is just perfect. this is my 4th pair of earbuds from BOSE. I purchased this item on March 24, 2017, 40 days ago, and the earpiece started to fell apart. I am treating the headphone like a jewel (because BOSE craft jewels), I am not taking it to any gym or outdoors, just in my office or inside my home. I am kind of worry now with this purchase and I don't know how to get this resolved.

UPDATE AUGUST 24, 2017
Exactly 5 months later, happened what I supposed it will happen... No longer working!!! My humble by ACCURATE recommendation is ""AVOID THIS PRODUCT"" way too expensive to last 5 months only, at this point is my worst BOSE ever, you can consider this purchase as a scam. Very disappointed"
557,5.0 out of 5 stars,"Hey, First off i love the sound that this product outputs what bose could have done better was with the appearance of this product the bulkiness of the product and with long periods of time in my ears it started to feel a bit uncomfortable they could have also reduced the weight a little bit but we can only hope for those improvements with the second generation. But other wise the headphones does well with many generes of music crisp sound with very nice bass not to overpowering out of respect the product is also great on battery life sometimes it has a hard time of staying in my ears dont know if its the weight of the product or the shape of my ears but i tend to have to fix them too many times while taking a jog or while taking a simple but for everyday i had to put these down because of it being uncomfortable but if i were you i would still give the product a chance it may work for you and not for me not every product is for everyone and i wish everyone the best ✔️"
558,5.0 out of 5 stars,"I admit to being a bit of a Bose addict and have used the noise canceling earphones for years when I workout (or travel, or need to ignore the snoring at night). I want to be able to use spotify on my phone instead of the ipod so gave these a try after trying to maneuver my phone with the wired ones and finding it cumbersome and annoying. I gave these a try and have now used them several times. Because so many reviews said the cover for the charging port fell off I tried to be very careful but I was not surprised when it popped off about two weeks in.

They fit well and are consistent with other Bose ear buds. They stay in through push ups, sit ups, cardio. The sound is great though the noise canceling buds obviously sound better.

They work.great with my Samsung and I use them in the car and at work for talking. They charge very fast and lose charge pretty quicky too but they tell you how charged they are with an easy push of a button.

They are more bulky than I anticipated, and look pretty dorky. I would have ordered the black if I realized how far they stick out.

I think the technology just has to catch up to the fashion and function--smaller Bluetooth which I'm sure is coming-- and these will be great and look great too!"
559,5.0 out of 5 stars," I bought the headphones just over a year ago, since a couple of weeks ago, when running I was able to hear some static noise just for a brief while.
Today with a charge of 40%, the earphones started emitting a high pitched buzz, even after I turned off the earphones it still could be heard.

Watch out with the Play/Skip/Rewind button, after some months it stopped responding to gentle presses and required more pressure to properly work. Also the volume down button was difficult to press, I guess the inner rubber contact mask displaced,

My next steps are going to be:
Let the battery drain so the phones can completely reset and see if the noise continues.
I was able to get a recording of the high pitched sound and attached as a video.

Edit 1:
The headphones are dead, they don't even turn on now :(

Edit 2:
Got in touch with Bose and they answered promptly, after running some more tests I was asked to return the unit and I received a new one completely free of charge. Kudos to the Bose Support team. Changing my review to 3 stars due to the fact that the new unit works perfectly and the controls feel a lot more solid than the previous ones. Will update again after 6 months of use on the new unit.

Cheers"
560,5.0 out of 5 stars,"I took off one star, only because they look a little clunky in the ear. They sound fantastic right out of the box, and are the most comfortable wireless earbuds I have found. I returned Jaybird X3's because they sounded lousy (even with the sound adjustment app), and they hurt my ears no matter what size end I used. These are much better, and much less fussy. These also stay in my ear during my workouts with zero adjustments. Wish they were made in white with gold or silver accents....these are a little more masculine in look."
561,5.0 out of 5 stars,"Pros:
- Sound quality is good
- Very comfortable
- Easy volume control, pause/play.
I listen to audio books at the gym and while biking and enjoy the comfort and sound quality.

Cons:

- No volume control for the turn on message ""BATTERY AT X PERCENT, CONNECTED TO Y DEVICE"" screaming in my ear at max volume

- Battery seems a little weak. I guess because they are so light-weight? I've only had these a few weeks and several times I go to use them and it's completely dead. Maybe 6-10 hours usage kills them?

- No rewind function. I have another bluetooth headphone w/ a forward/reverse button, I really wish these had that. Only pause/play and vol controls. No way to skip back 30s like the other brand headphones."
562,3.0 out of 5 stars,"Summery:
The thing I love about Bose products is they don't compromise on quality. There are no junk Bose products and these headphones are no exemption but don't kid yourself you pay for that quality. I'm sure there are better (or as good) headphones on the market at a better price but you'll end up spending more buying different ones until you find the perfect ones. Just buy these and be done with it.

Pros:
- The bass, my god the bass is so deep and high quality.
- Bose does all sorts of magic to make them sound great
- Heres one I didn't expect, the app is great. They didn't try and add links to facebook or other BS you don't want or need. The app updates and controls the buds. Also has some cool share music with feature but I haven't tried it.
- My ears are dysfunctional and none of the apple ones (or any other buds I've tried) will stay in my ears. These do, I can goto the gym, run or lift and they stay put.
- Super comfortable. The three ear inserts will get you the right size so you can wear them all day.
- Did I mention the bass and sound quality is 10/10

Cons:
- Battery life. It's adequate, I can get thru a day no problem but you're gonna have to charge it all the time. Welcome to our modern world of charging everything every night. The price we pay for cutting the cord.
- Bose...Why didn't you USB-C so I don't have to fight to charge the darn things.

Just buy them you will not regret it.

Picture: My good old QC15's are still kicking and I love them too"
563,5.0 out of 5 stars,"Sit firmly in the ear without causing pain. A lot of earbuds can make my inner ear ache, maybe it's a moisture thing I don't know...but that doesn't happen with these. Sound quality is great. Use it mostly with my iPhone SE and have no problems, aside from it being a little frustrating to disconnect the bluetooth without turning it off in the settings (but maybe I'm missing something in the very terse manual). I mostly use them for commuting and haven't tried them with intensive exercise yet, but I have no reason to believe there'd be a problem. Has a great range -- didn't disconnect from my phone until I walked across my apartment and up the stairs. Jesus I can't believe it's taken me this long to get bluetooth headphones. So so so so worth it. Glad I was a penny wise and not a dollar foolish this time."
564,5.0 out of 5 stars,"I received these in early May and was very happy with them, but after a couple months of average, mostly indoor use I have noticed the rubber surrounding the power button is separating from the plastic. The sound quality remains unchanged (it's excellent), but I have owned Bose products before and I expect high quality craftsmanship from them, so I'm disappointed to see this happen and just hope it doesn't get worse. I really hate to think Amazon sold me a knock off here.

UPDATE 12/13/2017: The case kept coming apart to the point where I had to call Bose to check on the warranty. Bose's customer service was excellent and immediately sent me a replacement pair that definitely feels like the quality I would expect from Bose. This new pair feels sturdier, and a little heavier. Even the carrying pouch feels stiffer. I have seen many reviews also showing the casing come apart and it seems Amazon might've received a bad lot, so if you are having this problem, call up Bose if you are still under the warranty period."
565,5.0 out of 5 stars,"I got these for my fiancee for Christmas. She uses them for the gym. At first I was worried they would be too big for her. They are medium sized and do stick out of the ear a bit. She actually likes that because others can see she is listening to music; a lower profile headphone might mean others would go up and start talking to her without realizing she isn't listening.

She likes the wire, as she can let them hang when she needs to - can't do that with two wireless buds. Also there isn't the issue of one bud having music and the other not having anything.

She has not reported any issues with them falling out while running or other moving exercises. I wouldn't wear these to something like Ju-Jitsu though.

This set also includes a microphone so she can talk on her phone to others. It's a nice feature but realistically not used very often.

As far as the sound goes, she says it's very clear and sounds great. I've listened to them a few times and they sound very nice. Like all headphones they lack bass; let's be honest with ourselves here - realisticallly you're not going to get that without a subwoofer.

Charge time is minimal. It has a decent battery life. She goes to the gym most weekdays and only charges it every week or so.

They are a bit pricey, but they are great quailty."
566,5.0 out of 5 stars,"I can take the liberty to say that these are at par withBeats Solo 2 headphones but easy to handle and use. Beats Solo2 headphones cannot be really used for workouts as we swear a lot and that sweat stank remain on it. Secondly earphones are better than headphones but very very few earphones give you that satisfaction of pure music with bass. Bose for me will always remain the king in headphones, earphones and speakers. Nothing can match them yet. My five stars to this product. I have actually bought one more for my wife too. Value for money :)"
567,5.0 out of 5 stars,"I was pretty excited about this headphone set after hearing some positive reviews from friends. However, once I got the phone I found it quite disappointing. For one thing, when you wear the headphones outdoors (i'm definitely wearing it properly and followed the instructions on how to put them on) and there's wind outside, you'll experiencing a wooshing sound created by the wind in the gap of the headphones and your ears. Makes it near impossible to wear them while going for a run.

Besides the above which is merely an inconvenience, the headphones seem fairly buggy. They drop connection every once in a while, and sometimes it will say it lost connection, interrupting the music, but it actually is still connected. That's also just an annoyance but it shouldn't be happening with headphones that cost $150.

The sound quality is pretty great, as would be expected from Bose. I'm just disappointed by their execution of bluetooth technology."
