,Reviews,Ratings
188,"I previously thought I would not like on-ear headphones, but having tried a few pair recently I have changed my mind.  Love how small and compact they are, light enough to not feel anything, and really the ear discomfort I thought I would have has not really shown up.  Bluetooth is also great because it removes the need for cords, connects easily, lets you control your device, even use it as a mic.I recently got a pair of Bose Soundlink Bluetooth headphones as well, which are very similar to these albeit for a $100 increase in price.  This is what I will be comparing these to for most of the review.- Sound: These sound great, a tiny hiss when the audio starts from my phone, but this is the same I hear in all bluetooth headphones.  AKG is a good quality brand, usually with an emphasis on sound, and this shows here.- Build: Lots of metal, ear cups rotate all the way flat to make these super easy to store. Ear cups themselves are quite dense and hard right now, but I have a feeling they will break in nicely.- Comfort: Not as great as the Bose, mostly due to the hard ear cups and smaller head band.- Buttons: I hate these buttons.  The on/off switch is not a slider, it's a button you have to press, and of course when you are wearing them you have no clue if you are hitting the button correctly, but the beeps that are sounded don't clearly communicate what it is doing.  If you take them off you will see there is a red light that turns on.  The volume up/down and play/pause/etc buttons are near impossible to locate easily, and even when you do it's really hard to tell which one you are using.  The Bose are a mile ahead in this regard, tactile buttons, super simple didn't even have to think.  These are incredibly frustrating, enough to drop a star even if they are quite a bit cheaper.- Audio Alerts: Just beeps, and not different tons, just a few beeps for on and a few for off.  No clue about battery life, or what it connected to, etc.  The Bose shine in this regard, telling you battery life via audio, what you are connected to, what it is doing (i.e. trying to reconnect), etc.Overall they are great, but I can't get over how bad the usability on the buttons are, that small change would make these so much better for me to use.",4.0 out of 5 stars
189,"Hello All,I wanted to provide my input on Bluetooth headphones and ask for your thoughts. Over the past 6 months I have been trying to find “that” pair of Bluetooth headphones (comfort, sound, microphone, durability, cost). I am still searching thanks to Amazon’s very generous return policy.So here is what I have tried, giving each a 2-day period of testing. I graded them considering cost, comfort, sound, microphone, and durability) **My opinionChronological Order:[C] AKG Y50BT ($88) - https://www.amazon.com/gp/product/B01BX8FVMY/ref=oh_aui_search_detailpage?ie=UTF8&psc=1ProsGood sound quality with an emphasis on lows, highs were not too badFeel very sturdyConsThin earpads and a lot of tension on the head caused me pain quicklyHeadband was not soft and hurt the top of my headPoor Mic[C-] Symphonized NRG Bluetooth Wireless Wood ($30) - https://www.amazon.com/gp/product/B01NAB6GTF/ref=oh_aui_search_detailpage?ie=UTF8&psc=1ProsNot bad sound reproduction, little heavy on the low end and muddled high but not overly badCheapConsSeem cheaply madeUncomfortable fit (tried all tips)Mediocre Mic[B] House of Marley Rebel Bluetooth Over-Ear ($50) - https://www.amazon.com/gp/product/B01700RNIO/ref=oh_aui_search_detailpage?ie=UTF8&psc=1ProsFeel sturdyGood sound though bass heavy, but do portray a mids nicelyBluetooth signal was strongGood MicConsToo tight, squeezed my head (above average size)Don’t fold[C] Naztech XJ -500 Bluetooth ($70) - https://www.amazon.com/gp/product/B01J4SK6M0/ref=oh_aui_search_detailpage?ie=UTF8&psc=1ProsVery comfortable earpads and head tension, could wear for a while without discomfortLong battery lifeConsToo tight, squeezed my head (above average size)Don’t foldVery muffled highsPoor Mic[B] Plantronics Backbeat Pro (Old Model) ($150) - https://www.amazon.com/gp/product/B00MBWIL0G/ref=oh_aui_search_detailpage?ie=UTF8&psc=1ProsVery comfortable earpads and head tension, could wear for a while without discomfortGreat features like auto-pause and ambient noise micGreat mic including a mute buttonConsAre huge on my head and stick out quite farBass heavy and sculpted highs[B] Bludio Turbine T2 Bluetooth ($25) - https://www.amazon.com/gp/product/B00Q2VIW9M/ref=oh_aui_search_detailpage?ie=UTF8&psc=1ProsVery full sound with extra bass, but not muddy highsVery low costConsSoft earpads, but head tension is high and hurts within an hourAre quite largePoor Mic[B+] Marshall Mid Bluetooth ($199) - https://www.amazon.com/gp/product/B01MCY4UYM/ref=oh_aui_search_detailpage?ie=UTF8&psc=1ProsGreat sound signature, rock, rap and classical all sounded good with theseExcellent control knob to pause, volume up and control trackPretty good micConsSoft leather earpads, but head tension too tight. Hurt after 30 minutesPricey (for my budget at least)[B+] Puro Sound Labs BT5200 ($125) - https://www.amazon.com/gp/product/B019GD45X4/ref=oh_aui_search_detailpage?ie=UTF8&psc=1ProsExcellent sound quality, all highs were crisp and clear and lows were pronounced by not over doneVery good mic with clear voicesConsOverall comfort was not great, the earpads are small and the tension is high on these causing pains quickly[A-] Sennheiser HD4.40 Bluetooth Headphones ($149) - https://www.amazon.com/gp/product/B01MSZSJE9/ref=oh_aui_search_detailpage?ie=UTF8&psc=1ProsExcellent sound quality, great clear highs with lows hitting hard but not overdoneVery good mic with clear voicesGood noise isolationComfortable Earpads and TensionConsPretty big headphonesWarm up when using for more than 1 hour",3.0 out of 5 stars
190,"This is a smart little set of headphones with very good sound. While I prefer an ""around-the-ear"" set, there are some advantages to this type (weight, comfort, etc.) that give the user options which might not be available otherwise. Most other sets do not have a volume control on-board, an on/off switch, and the added wireless or wired options make this set superior (in it's technology) to my favorite pair of all time (Klipsch Image ONE Premium On-Ear Earphones).Sound: These have a very good sound quality in both high and mid-range, with solid bass tones (bass being one of the biggest areas most smaller headphones lose out on). Compared to the Klipsch set, I'd say these are a close second with some clarity over that pair added when the set is wireless. Hard to describe, but the signal seems more immediate and there is a very clear separation of instruments and crisp details emerge that get somewhat muffled on other pairs. I listened to Stevie Wonder's ""Songs in the Key of Life"" and heard things I had not heard previously on one of his most lush productions, for instance.Signal: I had a clear signal everywhere in my mid-sized ranch house. However, when I opened the garage entrance, things got sketchy.  According to the Bluetooth.com website: ""Bluetooth technology sends information within your Personal Area Network or PAN (aka your own personal space) at distances up to 100 meters (328 feet).""  This set of headphones does not get close to that measurement, I'd say the signal broke up at about 48 feet or so. Not bad for just being in the house and wanting wireless technology, but you aren't going to be able to mow the grass or work in your yard without some trouble.Comfort: This pair is OK, not horrible, not great. Compared to the Klipsch set, they aren't nearly as comfortable and didn't behave themselves nearly as well. There seemed to be a weight problem on the top band, no matter how I adjusted the tightness, it seemed to flop down when I bent over. I wore these for about 2 hours with no negative physical effects, however. Not too hot around the ear, no headache from being squeezed. I think you could do basic work with them, but probably not dance or exercise vigorously.This set comes with both a re-charge USB cable and a bypass cable for a direct signal. Also a nice carrying case for travel.For the price and the built-in technology, this is a solid set of headphones that I would recommend for around the house when you need wireless sound. Four stars.",4.0 out of 5 stars
191,"REALLY GOOD headphones!!  Sound is good and crisp.  Keep in mind if you have a smartphone that does 32 bit sound, you will have to use the by-pass cord to get that quality but wireless still has good sound if you use the equalizer correctly.  Sound Sync combines both smartphone volume & headset volume so there is only ONE volume control that you can use.  Padding on ears feel comfy so no problem if you listen to a whole album with them, just don't work out in them cause sweat may damage the padding",5.0 out of 5 stars
192,"I have years of experience with AKG products. I love my K240 headphones and have owned various AKG microphones for use in recording studios. I love the clarity of their products.These headphones, however, have me wondering who designed them. It's strange, I auditioned (and purchased) them at the Harman store in Manhattan and they sounded fine. The pair I have, however, has two serious problems:1) The are uncomfortable after only a few minutes as they have a strong clamping force2) My unit sounds *awful*. There is a really nasty distortion component somewhere in the 1Khz range that sounds like fingernails on a blackboard. it ruins violins, female vocals, anything with lots of overtones. I've tried both the wireless and wired configurations and it makes no difference.",1.0 out of 5 stars
193,These are great headphones but you don't want to wear them if you are surprising your adult daughter and going to her house and cleaning her toilet with hydrochloric acid and a pumice stick. They will fall off your head and into the toilet. Trust me on this.,5.0 out of 5 stars
194,Lasted 6 months before they suddenly stopped powering on or working. I got them through a promotion with Samsung and akg was less then helpful for warranty. Doesn't seem like a quality product,1.0 out of 5 stars
195,"First of all, the design is just beautiful. The overall size is not too big, but rather small, and it fits perfect on my small head. And because of the small form factor, it doesn't slide down from my head when I move around. It was also perfect when walking/jogging on the street. I wore this headphone for a couple of hours to see if I felt any discomfort or ache on my ears and head. This headphone is the most comfortable one I've ever tried. This headphone is small, but the tension around my ears and head is just enough to hang strong to  avoid sliding. The ear pads are very soft, cushiony and leather-ish, and they didn't irritate my ears at all. ( No aches, pinches, or uncomfortable and noticeable rings around my ears were present.) My set is white and light brown colored, and I love the natural color combination of this. It doesn't look cheap; it looks luxurious and very stylish. This is the headphone I can wear anywhere I want, and I don't feel embarrassed by the look of it (I have owned some far too stylish headsets before, but this one is perfect!). If you look into other headphones, believe or not, some are really ugly and some are just uggggh. I liked Beats headphones because they kind of pioneered the design side of the headphone business. Now with this Y45BT headphone in my hands, I think AKG fine tuned the highly well-designed headphone design.Secondly, let's discuss the bluetooth connectivity and sound quality. It took about 10 seconds to pair with my iPhone, and I didn't have to do anything else. With the bluetooth turned on in my phone, as soon as the headphone powers on, the headphone and phone connect with each other quickly and disconnect when the power goes off. My phone doesn't have NFC support, so I haven't been able to try NFC connectivity, but I am sure it will be as simple as it can be.So how's the sound quality via bluetooth? Well, as far as I know, connecting wirelessly via bluetooth has its limitations in both bandwidth and range, so this headphone is not an exception when connected via bluetooth. I didn't expect hi fidelity or anything, but I concluded that I have to agree on what AKG claims on the description of the product. It says `high performance'. Whether they meant high performance in sound quality or high performance in anything else, the sound quality is way better than several of my bluetooth headphones I've been using for a long time. I was actually surprised that the bluetooth audio technology improved as much as it has. There's no background noise or buzzing sound like my other BT headphones makes. When connected with the included audio cable, the sound gets little bit better (and doesn't require battery powered on).Lastly, using this headphone on phone calls is convenient. While listening to music, if phone rings, the music stops and the ringtone plays. And without taking out my phone to answer the call, I just press the center button (between volume up and down, just like the Apple earphone remote buttons.) Phone call audio quality, as I tested on both ends (as a caller and receiver) was pretty good. I experienced in the past that many bluetooth headphones had really low microphone level, so the other party  on the phone had a hard time hearing me talk. With this headphone, I did not have the kind of issue I had before with other BT headphones. Call quality was wonderful as well as the the regular sound quality.The battery is built in, and it's not replaceable. The initial full recharge took about an hour and the battery lasted more than five hours of continuous usage. (I think it lasted longer actually, but I fell asleep with the headphone on.) When the battery died, recharging took a couple of hours. One thing I found very convenient was that while the headphone was paired and in use, it showed the battery level right next to the BT icon on my iPhone. And, if the music paused for a certain period of time, the headphone disconnected the pairing and conserved the battery power.Overall, this is very well designed and well made bluetooth headphone that doesn't suck the sound quality too much. I have several stereo bluetooth headphones (Sony, Motorola, and LG) and this is the most comfortable, convenient, beautiful, and pleasing sound quality headphone with long lasting built in battery power.",5.0 out of 5 stars
196,"They sound great, have great battery life and look great (MAGA!).  Biggest beef is the stupid location of the power button as well as how easy it is to turn on.  I suppose if they gave you a hard case like some of their cheaper competitors, it wouldn't happen as often.  As it stands now, when I put them away I unpair them from my phone to prevent an unwanted connection and my notifications going to the headphones instead of my phones speaker.",3.0 out of 5 stars
197,"My complaint with most of these types of head phones is that they do not come with a bluetooth adapater for devices.  At the MSRP of these head pones, I would think that they would include a bluetooth plugin so you can use it with any computer, dvd player or even TV set.  The one place a bluetooth headphone would be really great for is on a long haul flight.  It would be great to have a nice set of head phones that don't tether you to the arm reset!With that said, the sound quality of these head phones are very good and the noise cancelling is adequate. It contains both a charging cord and a tether so you can use it with non blue tooth devices.  It also has a nice compact carrying case.  The only performance issue is that the heaphone unit is not really comfortable to wear.  I have a large head and the top has to rest on my head for the speakers to reach my ears.  Also the speakers are not really comfortable on the ears.",3.0 out of 5 stars
198,"I'm really happy with the sound. I don't use so much the wireless option, I think there some bug noise when I use them without cable.The only negative point, is the ear pads falling apart after one year...Check the picture.I used clue, and now I'm using tape.",3.0 out of 5 stars
199,"I am writing this review on the eve of returning a set of Y-45BT's that only arrived from Amazon three days ago, after having scoured all over the internet for a pair of portable bluetooth headphones that offered premium sound.Failure to offer a comfortable user experience is my #1 reason for returning this set - my ears were in excruciating pain after 45 minutes of use, at which time the ear phones became uncomfortably hot which also started giving me a headache.  In comparison to my Bose QC3's that also offered faux leather padding, the QC3's are far more comfortable.  The headset adjustment doesn't offer sufficient slack so unless you have an extremely small head, you are going to hurt.Failure to offer a rich, engaging sound stage is my #2 reason for returning this set - I am well aware that BT headphones cannot compare with wired one in a sound quality contest but having been spoilt by my QC3's the AKG sounded flat, trebles were ok but hardly any bass.  A very monotonous listening experience.Onto the positives, there was no hissing contrary to what others have reported and I found BT connection was quick and stable in my unit.Overall a major disappointment so back to square one.",2.0 out of 5 stars
200,"AKG is known for their high quality, reliable products and these headphones are no different.  Getting up and running is quick and easy, and the Bluetooth connection is reliable.  The headphones sit a little tight on the ears and block outside noise reliably as a result.  Sound quality is impressive and a step above what I'm used to.",4.0 out of 5 stars
201,Work fine,5.0 out of 5 stars
202,Got them at Heathrow airport to use in the plane. They are not noise cancelling but pretty good sound. They are good for the price. Not recommended for people with big ears.,4.0 out of 5 stars
203,"I would be so upset if I'd paid money for these instead of them coming free with my Note8. I'd previously tried and returned the Corwin E7 (far better noise-cancelling but not great for calls) and the TaoTronics model (terrible mic & sound on phone calls). These aren't noise-cancelling--which I knew--but its buttons aren't intuitive (press once for this, twice for that), you don't know how much charge it has left, you can't turn it off easily, the mic echoes terribly and it actually died two different times without warning while I was on calls. It also only pairs with one device at a time.I broke down, went to Bose and got exactly what I needed. I gave these to my 6-year-old.",1.0 out of 5 stars
204,This product is good. I bought it for my girlfriend. But recently she told me she cannot charge the headphone. There is no power going into the battery while charging. How can she deal with it? I hope the community can give me some advice. Thank you very much.,4.0 out of 5 stars
205,These are the best headphones I have ever had. (Granted I haven't bought many headphones in my life.)The range of the bluetooth has been impressive & the sound quality is top notch. I can see why many professional reviewers are saying these are the best you can buy for under $200.The build quality seems very good too.I have no complaints.,5.0 out of 5 stars
206,The clamping force is so strong that your head hurts after 30 minutes of continuous wear that it becomes very uncomfortable. I would not recommend for long flights.,2.0 out of 5 stars
207,"Great headphones, easy to use and comfortable, great quality sound",5.0 out of 5 stars
208,"If you value an actual flat curve, move along. The bass overpowers everything.",1.0 out of 5 stars
209,"These are definitely more fashion headphones than anything else.  I have the white pair with the brown accents, and I think they look really nice, although they're a bit small.  Guys with big heads might have trouble getting these to fit comfortably.  From the point of view as a fashion accessory, I think that the Y45BTs are probably more for women.On the right earpiece, you get a 2.5mm line-in for the passthrough cable, the microphone, power LED, and buttons for power, volume up, down, and a multifunction button.  The left side has a USB charging port and another LED indicator.  The multifunction button is context sensitive so if you're receiving a phone call, you can answer with one press and hang up with another.  If you're playing music, you can play/pause with one press, skip to the next track with a double press, and jump back to the previous track with a triple press.  I tested out the button in iTunes on my Macbook Pro, and it worked great.The build quality is actually really nice.  The two earpieces can turn flat and pivot inwards for easy storage.  The leather headband and ear pads are soft feel very high quality, and even with my big head, I don't feel like my ears are getting pinched.  I don't think they feel any more flimsy thanAudio quality pretty decent, but I expected something a bit better from AKG at this price range.  I'm not an audiophile, but I love my relatively cheap Grado SR-60s which are definitely better than these.The biggest problem that I have with these headphones is the faint hissing sound, which has been an issue with every wireless headphone set that I've ever owned.  It's much less noticeable when music is playing, and I could almost get used it if it were constant, but it comes and goes as the headset switches in and out of sleep mode when there's no input.  To make matters worse, when my iPhone goes into sleep mode, there's a periodic, electronic whining sound that comes from the left earpiece.  I have these same issues when the headphones are paired with my Mac Pro, so it's definitely not a device specific problem.  The hissing all goes away when you use the included 3.5mm to 2.5mm pass-through cable.The hissing and squealing noises are definitely noticeable to me, mainly because I knew what to listen for.  I've had these same issues with two other pairs of wireless headphones in the past, and I was hoping that AKG had figured out a solution.  I'm guessing that some people wouldn't mind it though, and if you can get over the hissing sound, these are fashionable, albeit pricey, headphones that will look great with your fancy new iPhone while you hang out at your local Starbucks.  If you're looking for good sound quality, I'd still recommend a regular pair of corded headphones.",2.0 out of 5 stars
210,Great headphones but alot of audio clipping when useing bluetooth on them and im useing the galaxy s8 which has bluetooth 5.0 but works even better with the 2.5 to 3.5 audio cable and has no clipping with the cable overall a great pair of headphones,3.0 out of 5 stars
211,Incredible sound quality. I don't think you can get much better for the price,5.0 out of 5 stars
212,"I have a large head and wear glasses.I found these to be very uncomfortable after about 30 minutes of wearing them. They clamp on to my head and pinch my ears against my glasses.A real shame, because I think they sound good as far as Bluetooth headphones go.Battery is good, buttons work. Holding the ""play"" button will activate Google voice search on Android phones.Just wish they fit my fat head.",2.0 out of 5 stars
213,Price was good and the quality was good too. It has a little bit of white noise but Amazon paid me for that as a service fee. I am satisfied with this product.,4.0 out of 5 stars
214,Amazing,5.0 out of 5 stars
215,Got these with the ultimate experience when i preordered my samsung s8+ these headphones are broken in blue tooth. ZERO sound comes out of them. tried on other phones and devices as well. NO sound. and they are paired and volume and settings properly setup. my Bluedio UFOS work like a charm compared to this junk. They only work wired so theres that but going to sell these on ebay for $100 who wants them?,1.0 out of 5 stars
216,NO BASS AT ALL & IT DOESN'T EVEN GET THAT LOUD. GOT IT WITH MY GALAXY S8.,2.0 out of 5 stars
217,"I really wanted to love these headphones - they have amazing, rich sound, fold nicely to fit in my messenger bag during my commute, and were pretty comfortable. But the bluetooth connection is awful, impossible to sync with my iPad or iPhone without making multiple attempts. And the charger doesn't work consistently. I bought these once, and when I had these problems I trekked back to the store to exchange them. But then the second pair was just as bad. Shame ... but these are going back! Way too overpriced to be so impossible to operate.",1.0 out of 5 stars
218,"These headphones are not good. They are GREAT and have pushed the envelope on my expectations on what a I set of headphones in the price range should cost. I don't make such statements flippantly, as I own about 12 different headphones many of which were purchased from Amazon. The two most endearing qualities of this pair are as follows:1. The sound quality to my ears is nearly flawless. Now, that is a subjective judgment. But when I listen to my favorite music and I fully get into it and forget it I'm wearing headphones, that is a good sign because I am very critical when it comes to how music comes across through speakers, and headphones. Out of all the headphones that I have owned over the years, there has been only one that has been my ""Go-tos""and that is the Plantronics Backbeat Pro. Plantronics is known primarily for its headsets used for call centers. But they also make some of the best headphones which many authoritative sources rank to be among the best, and I'm with them. Now these from IdeaUSA will also be the ones that I reach for.What is it that I like about the sound so much? Well, it is full, and it sounds alive. At the same time they avoid the tendency to bottom load on the bass just because people like bass. Rather, these are well-balanced and they disappear when you're listening. It's just you and the music.2. The noise cancellation is in same league as both my Plantronics and my Bose headphones. When I push around the vacuum cleaner and I turn these on, I do not hear the sound from the vacuum cleaner. I don't mean that literally, because the hum is still there just as it is with any high-end set of headphones. But, what I mean is that whatever noise does slip through, does not dilute the music or, for that matter audible books which I listen to a lot these days. And that is something that up until the past week that I could only say about my Plantronics headset.If you are the type of person that doesn't go by brand-name, but rather are fully judging headphones by the sound, you want to grab these and give them a try. Go ahead and compare them to The overrated and overpriced brands that are out there. That's not to say that there are not some really incredible headphones that you can pay over 500 bucks for. I'm just saying forget about price. Forget about the fact that you may have never heard of idea USA before, and just try them and see what you think.A few other things to consider:-These headphones have your cups that can be turned in such a way that the set becomes a flatter profile. So it easily fits into the included zippered hard case.-The controls on the ""cans"" give you more than left tactile sensation that it becomes very easy to pause, play, increase or decrease the the volume, advance to the next song, go back to the previous song.-These are very intuitive and I was able to charge them up and begin using them right away Without reading any Instructions. In fact I don't even know where they are.Is there anything I don't like about this? Well one feature I would love to see is a way in which they allow you to turn on an external microphone so that you can clearly hear what's going on in the outside world. If you have the noise canceling turned on, you won't hear much other than your music. If you turn off the noise cancellation the seal surrounding the two earpieces is sufficient to still block out most of the outside noise. Consequently, if you want to hear something you have to take the headphones off your ears.That is a pretty minor complaint.So if you're looking for Headphones that are audiophile quality for a price that is on the low end when compared to other headphones that cost a lot more, I strongly recommend that you give these a try.",5.0 out of 5 stars
219,"I’d consider these V200 as on-ear headphones, resting on top of the earlobe rather than going over. The older, V203 headphones by iDeaUSA were over-the-ear style. Both have a similar build, in fact, the headbands are nearly identical in size, quality and materials used. The padding is the same too. Included in similarities is the metal slider that has a sturdy hinge for rotating the ear cups.As mentioned, the ear cups got smaller. As a result, they also got lighter. I weighed the V200 in at 335 grams whereas the V203 was at 345 grams. For comparison, an unopened can of soda is around 385 grams, so both are lighter than that. iDeaUSA also has the V201 that weighs even less at 213 grams. As for myself, I prefer the more sturdy and solid metal body over the plastic; I like the durability and quality feel. Not only that but, because the headband is well padded, they don’t feel uncomfortable or too heavy. I’ve worn them for hours straight without any discomfort.They felt comfortable when wearing with eyeglasses too. Some headphones I've owned end up pushing against the temples, which cause pinching against my ears. The ear cup padding on the V200 is soft enough to prevent added pressure, but still firm enough to stay well in place. In fact, I couldn't feel any difference between wearing the headphones with or without eyeglasses.The noise canceling works well; I was able to listen to music with the vacuum running, and didn’t even hear the motor. That is, as long as music was playing. I did notice that my ears got hot when I was moving around; the ear cups block sound but also trap in heat. They work great when sitting at a desk or doing work in the kitchen, but I’d avoid tasks that increase your heart rate for too long. That is, unless you don’t mind sweat building up. The headband also slides forward a bit when bending down, such as in a bowed position. Which means some chores might cause a problem. Overall, I find that these are best for sitting back and relaxing – or going on leisurely walks.As to the sound quality, I’d say the V200 have more bass but slightly less treble than the older V203. Great for music, movies and video games. That said, you get better treble with the noise canceling turned off, just as you get more bass with it turned on. Overall, I think the sound quality is quite good.With both models (new and old), there’s a male voice that speaks the current state, such as, “pairing, device disconnected, power on, power off, etc.” While I don’t see a way of turning that off, I do find the audio prompts helpful when the headphones are on my head. That way I can hear what’s going on while pressing the button rather than having to watch the indicator light.When taking these out of the box for the first time, I noticed a slight odor coming from the ear cups. My guess was that it was due to some sort of epoxy from the manufacturing process. When contacting the manufacturer, I was told the smells were actually caused from the protective case. Apparently, the factory changed the material used so that new models don’t have this problem. For buyers like me who received one of the early products, I found that the odors go away when leaving the headset and case in a breezy windowsill for a day or so.The carrying / storage case they come in is much nicer than the bag the old V203 came in. It has a hard shell and zips closed with enough room to store your extra cables. There is also a loop that fits fully around your wrist that makes for easy carrying.An included 3.5mm audio cable lets you connect to a non-Bluetooth device. However, keep in mind that there is no prong for the microphone. The mic only works when connected to Bluetooth.Overall, I find that iDeaUSA typically produces good quality products at a reasonable price. These V200 are no exception. They are lighter than their older counterpart, look sharper, have a better carrying case, and offer more bass.",5.0 out of 5 stars
220,"These headphones did meet my expectations. The noise cancelling worked well, cutting out droning, repetitive noises like fans, lawn mowers, and aircraft engines. Some people think noise cancelling is suppose to cut out all noise. Not true; you can still hear non-repetitive noises (and higher frequency noises) like someone talking to you in the same room i.e. if the music is not playing too loud. The Bluetooth pairs up every time to my Android phone and Kindle Fire. The 30 foot range is about right. I like the voice prompts. The bass response is good without being overwhelming. The mid and high ranges are not as ""crisp"" as top headphones like the Bose QuietComfort 25, but still satisfactory for this price range. Turning on the noise cancellation seems to give the music a midrange ""boost"" which then emphasizes the voices more. This isn't ""bad"" per se, if you like that equalization setting. I also like the construction. They seem sturdy with the adjustable metal bands, not plastic. I had to throw away my other pair of wireless headphones because the plastic broke at the joint between the headband and the earpiece. They are comfortable (on my average size head at least), I'd say just about the right amount of tension.",4.0 out of 5 stars
221,"I've had these headphones for about 2 weeks now and I'm very happy with them so far.  I used them on a 5 hour flight recently and they definitely met my expectations; very comfortable to wear and very decent sound quality.  I'm sure if you compare these to the Bose version, you would notice a comparable difference.  For the price difference though, you will be very happy with these headphones.",5.0 out of 5 stars
222,"These appear to be very well built. Nice weight but not too heavy. Very comfortable ear pads. Easy to use controls. Will give them the first real test in 2 weeks when on a 5 hour flight to Seattle. So far, I have used them in the office and it is very interesting. Put them on, and just turn the noise canceling on, and was amazed at how much ambient noise is in the office. AC fans, lights humming. All gone with the flick of a switch. Listening to music, I don't hear any distractions, even if someone walks up behind me. Now, it remains to be seen how well they work in an airplane environment.In the office, I can't really crank the volume, so I can not tell  how well they operate in a noisy cabin like a plane, but will update after my trip. They will get loud, but not ear splitting loud. That is probably good unless you are a metal head and like sheer volume.Overall, for the price, they can't be beat, IMHO. Everyone who I have let test them out, has asked how much?  When I tell them, they vow they are going to order a pair. I work with a lot of people who travel for business for work, so they can appreciate the product.Just remember to make sure the noise cancel is turned off when you put them away. It will drain the battery sitting idle.Update: 5 hour flight to Seattle and back. No need to recharge. Worked excellent in the airplane. Does not kill outside noise and sound totally, but it is effective. This is the one to buy. Forget the Bose brand and their high price.",5.0 out of 5 stars
223,"LOVE these headphones! They sounded wonderful on my Lumia 735 and now they sound just as good on my Galaxy J7 V. I actually bought a Bluetooth USB dongle so I can listen through my desktop computer and laptop. My ONLY complaint is, as others have said, the noise cancelling feature doesn't turn off when you turn off the headset, so it will drain the battery if left on. But, putting it in the case after each use forces me to angle my phone ear cups and I always see the green light is on so I never forget to turn it off. I must say that they sound pretty good w/out noise cancelling turned on but everything sounds wonderful with it turned on... more bass, more mid-range... just has a beautiful sound, so I always use that feature. $99 for something built so well and connects easily? Oh yes!! Other headphones I've used have had problems showing up and pairing, taking up to 15 minutes to get the job done. This literally connects in seconds, as it should. A+++, very happy, and thank you!",5.0 out of 5 stars
224,"These are version well constructed. Due to neurological and vision issues, I no longer read books. But I still love books. With headsets like this I can listen to books hour after hour. Three head band is passed and well constructed. That's important to me, since my head size is larger than normal. I wear a 7 7/8"" hat .. large enough that even one size fits all hats don't fit. But these headphones remain comfortable for me. The ear cups for comfortable on ears. The passing is exceptional. They passively reduce outside sounds. The audio reproduction is good. It is certainly good enough for speech.Music also sounds clear and crisp on these headphones. I remember thinking ""I don't remember that sound ok that album!"" with more than one album.The active nose cancellation is pretty good. It only eliminates low frequency sounds. It reduces, but doesn't eliminates mid and upper frequency sounds. In fact it seems to ""brighten"" mid range sounds. In particular, exterior speech sounds clearer with these headphones.The microphone does a pretty good job picking up my voice. It's perhaps not the best, but it's not bad.The headphones such well and easily with my phone. It's not the very latest Bluetooth standard. But it's not out of date.The battery is pretty exceptional. A couple hours chargers the headphone fully. They then last for 12 to 18 hours of continual use. Use of active nose cancellation decreases that time. But not dramatically.",5.0 out of 5 stars
225,"I Initially had some difficulty with pairing the headset with my PC (2017 Win10Pro v1709).  The pairing defaulted to the V200 Hands free driver which is mono and oriented to speech (1 channel, 16 bit, 16kHz).  After some adjustments I discovered there is another driver ""V200 Stereo"" which delivers the standard CD quality sound (i.e. 2 channel, 16 bit, 44.1 kHz) I expected . This drivers delivers the high quality audio I was expecting of this headset. I have not tested the headset using the supplied 3.5 mm audio cable. Sound quality is good for this type of unit.  The sound level (and balance) changes when you switch on the noise cancelling. With the Noise Cancelling on, the sound is a bit warmer and louder with more reverb.  Sound placement and distortion levels are actually quite good.My only complaint is that the driver does not allow for listening to very high quality sound sources (e.g. 24 bit 48 kHz audio).  Just a quibble since I would not expect headsets in this price range to support that level of quality.I have not tested the microphone for speech quality (there is no boom microphone.)  The mic is located in the right headset exterior cup. and really is not ideal for lengthly conversations.I have had the headset for 2 weeks and am satisfied with my purchase.",4.0 out of 5 stars
226,"They work fairly well - I am very pleased with them as headphones/bluetooth headphones, but less impressed by the NC function.They come with a nice case that has kept them safe on numerous trips and seem fairly robust generally.I have only worn them for about 2 hours at a given time but found it to be a comfortable experience.On an airplane they reduce the engine noise and ambient noise, but it's not amazing.  Definitely better than mere noise isolating earphones, but don't expect the same NC functionality as the expensive name brand competitors.I paid $20 when there was a coupon available and I'm happy with the purchase, but if I had paid $80 I would probably be less impressed.",4.0 out of 5 stars
227,You can obviously spend hundreds of dollars for the high end noise cancelling headphones. And I'm sure those work really well. It's not fair to compare an $80 paid to those. This set works really well and for the money the value is tremendous. I'm not an audiophile. I primarily use these when I'm working on my laptop in a coffee shop or library for hours on end. I have several ear buds that I had been using. But after a few hours my ear buds started to get uncomfortable. These headphones are comfortable and the sound is solid.  The active noise cancelling works but it doesn't block out all sounds. It seems to do a good job blocking out lower volume constant noises like the humming of a fan or refrigerator. But it won't totally block out sharper intermittent noises like glasses clinking or someone talking on the phone. Overall they work great. The ability to plug a standard wired connection into your music source when the batteries die is also a great feature I've used a few times. The carrying case is very helpful. This is a great value for just $80.,5.0 out of 5 stars
