,Ratings,Reviews
143,5.0 out of 5 stars,It really cuts out a LOT of the outside noise. also like the covering of the right ear piece to hear any conversation also the ability to control the sound .
144,5.0 out of 5 stars,"Pros:
By far the best active noise cancelling headphones. Comfortable to wear for long duration like commute or at work. Build quality is superior. Decent battery life (last a whole week with average use 5-6 hrs daily). Good case for storage and comes with good quality accessories.

Cons:
Not much except price is a bit high and ear cup pads could have been a bit more soft (qc35 I think has the best ear cup pads)."
145,5.0 out of 5 stars,"This headphones really surprised me.
I bought them for both office use & public transportation.
I ended up using them all day long, the sound just made the outside world without the headphones seem really, really loud.
battery always seems to have a charge, can be used around the two days straight.
In terms of sound quality - I can't compline - did not found any issue with them.
They are addictive, probably my best purchase so far."
146,5.0 out of 5 stars,"great noise canceling! feels like you're alone in the world.
I am so very happy with them and although they are expensive I feel they worth the money
but do take those downsides under consideration:
- there's no warning before charging is needed, headphones just die. (really annoying, this should be fixed!)
- poor phone call quality, I switch to my cheap HP for that :)
- this color is many things, but it's not GOLD :)))"
147,5.0 out of 5 stars,"These are the best headphones I've used. They are a real treat and the noise canceling is high end, probably the best ever."
148,5.0 out of 5 stars,"They are very comfortable and have awesome sound quality. Also battery life is absolutely great.
I haven't tried other noise cancelling headphones but I can say that they do not completely block all sounds.
For example, with noise cancelling on, you can still hear people talking around you. Sure, you would hear them less but you still hear the voice well enough to understand words."
149,3.0 out of 5 stars,"My daughter said that they aren't as loud as beats and don't sound much better.
For the price, I would not buy them again.
Bought them for Christmas 2017 so, hopefully they will last. It is March 2018 as of this writing."
150,5.0 out of 5 stars,"Best pair of headphones I've ever owned. I've come a long way from the rattling Skullcandy Skullcrushers of middle school, or the weird ass Sony behind the ear looping ones with the orange ear foam. These are so comfortable I wear them to sleep, so sweet in their sound that I find my body gyrating and head bopping in places where it is surely seen as inappropriate but I just can't help it - the sound is too good. I love the controls and sometimes just flick to skip or cup it to hear around me and giggle with how intuitive it is, although yes the responsiveness of tapping to play and pause can be fickle at times.

Battery is incredible, and I haven't had anyone say that they couldn't hear me when I take a call on them. The days of me crooking my neck in order to mush the phone to my shoulder are over. I can't tell if the app truly works that takes into account atmospheric pressure or personalization of sound to you, but the placebo effect of the slick presentation does put a bougie ass smile on my face.

Build quality is cool, though I do wish they felt a little tougher.

I've never paid such a grand amount for a piece of audio tech, but this feels well worth it. Like two little pudgy cherub hands caressing my ears and projecting heavenly sounds straight to my auditory cortices.

Sleep in 'em, block out your roomates with 'em, or let in the world as the music moves with you."
151,4.0 out of 5 stars,"Sound and noise cancellation are great, lots of options but they put pressure on your head and get uncomfortable"
152,4.0 out of 5 stars,These headphones are awesome! They are my first pair of over the ear bluetooth headphones as I have just switched to a Google Pixel 2. I was worried about the hassle of bluetooth but it is not a big deal at all. The only real drawback I have to offer is that the full palm cupping to lower the level of music can be a touch sensitive at time even when I am just trying to adjust the fit.
154,5.0 out of 5 stars,"Great sound, even better noise cancelling. I love some of the touch sensitivity features, particularly being able to put my hand on the right cup to let outside sound into the headphones. Battery life lasts 16+ hours, so they're great for long trips."
155,5.0 out of 5 stars,THE best noise cancelling headphone in 2017! Not even one of!
156,4.0 out of 5 stars,What I expwcted but it is very hard to pause music or audio using you headphones only.
157,5.0 out of 5 stars,"I can’t speak highly enough about these headphones. Amazing sound and cancels all outside noise, even kiddos haha"
158,5.0 out of 5 stars,"So far so good. Amazing battery life, I have been using it for a week at work(4-5 hours a day) without charing."
159,5.0 out of 5 stars,Nice noise cancellation for user on an aircraft. The case allows them to be packed up in a very small space.
160,5.0 out of 5 stars,Best Value and far exceeds Bose 20 and 35 series noise canceling...Bose does not stand by their product. Argumentative and not staffed with appropriate customer service mindset..... Sony is top rate!! A+++
161,5.0 out of 5 stars,Excellent product and the latest version. Some of the previous versions of this product had a material flaw which caused the headband to break. Sony will replace those if they fall into the serial number range (which is quite large). I use these every night and they are great for flying. Noise suppression is very good. Waiting is very good and the phones will let you know how the charge is doing (recorded female voice) when you press the power on button while in use. Comfortable and they come with a cable and adaptor for use on a plane. Lasted 16 hours of flying time easily.
162,5.0 out of 5 stars,"I am a fairly serious music listener. I have had many different kinds of Bluetooth, Noise Cancelling, Sports, over ear, in ear -- way too many to count.
Buy these.
It took me a couple of days to get used to all of the various options and features, but these are hands-down the best on the market today. Virtually every feature is customizable from the NC feature to equalization of music. The app also is great so that one does not have to remove the headphones to manually use the features located on the left and right earphones. My only problem was with the initial pairing. I simply went to my Amazon order and followed the ""need help"" instructions and within 4 or 5 minutes the Amazon rep told me how to factory reset. Immediately it paired to my iPhone. Finally, although the instructions do not mention compatibility with iPhone X, they are... Both products are simply so new that the manual was not quite up to date with the latest iPhone."
163,5.0 out of 5 stars,"An amazing pair of headphones, just they start to feel tight around your ears after a while."
165,5.0 out of 5 stars,Amazing! I use them at the office and if it can block my coworkers out then it can block out your problem at work too! Finally I can concentrate but still hear with a quick hand gesture that enhances the ambient sounds.
166,5.0 out of 5 stars,"I bought these for my wife and she loves them, great at reducing noise and listening to favorite music."
167,4.0 out of 5 stars,"only problem i have is that tiny sound delay from the souce like 0.2s sound delay from the play souce
it wont hurt u if u just listen to mp3
but it will hurt u a bit when u watch moive
and alot on play games
was hoping sony fix that problem in mark-2
but sony didnt"
168,5.0 out of 5 stars,"I wanted to wait till enough time have passed, and after almost 8 months with these headphones I can honestly say they deserve all the hype surrounding them.
They are amazing, innovative, and really cancel surrounding noise!!
Hadn't experienced any fracture that I've heard about from the mdr-1000x users.

Cheers :)"
169,5.0 out of 5 stars,The best headphone I ever had 😊 the king of noise cancelation
170,4.0 out of 5 stars,"Pros:
1) Supports a wide variety of wireless audio codecs making it a versatile device compared to others in the same range (Bose QC35 ii wink wink)
2) The sound quality is amazing and to an untrained ear, it is indistinguishable when compared to most dedicated headphones in the same price range.
3) Comes with a supporting Application, which lets it control the atmospheric pressure inside the cans.
4) On a full charge lasts about 20 to 25 hours depending on the usage.
5) Noise cancellation is indistinguishable when compared to the market leader Bose QC35 ii.

Cons:
1) App needs an update. It is glitchy and more often than not unresponsive.
2) The build quality could be better.
3) Bluetooth pairing experience and switching between paired devices needs work.

Overall:
Value for money. Can't go wrong with these are 299$ price tag. At 349$ it is 50$ too much."
171,5.0 out of 5 stars,Great sound and great noise cancelling. Nothing bad to say about them. Worth the cost.
172,5.0 out of 5 stars,"These headphones exceeded my expectations. Between the comfort, the excellent battery life, the rich audio, and the app with equalized, I’m impressed. The optional automatic switching from noise canceling to ambient etc based on your movements that’s advertised in the Sony promo video isn’t as smooth as they advertise but it works. This is better than anything I’ve tried in the price range"
173,5.0 out of 5 stars,"One of the best NC headphones in the market, hinges are quite good and the best part is the battery coming to the sound quality, bass is awesome
but i found the highs to be stressful. It can get uncomfortable if used for more than 4hrs continuously. Overall I highly recommend to everyone who are struck between this and Bose. Cost is quite high but it's worth every penny I recommend u to buy on the sale"
174,4.0 out of 5 stars,"I got these for the gym by mistake. Honestly really not gym friendly. They are big and really made for people who travel or use other than gym. Sound quality and functionality of these guys are awesome, not quite enough bass for me but great quality and top of the line."
176,4.0 out of 5 stars,"Like many of you, I was torn between the Sony WH 1000XM2 and Bose QC35 II. The decision is going to come down to your priorities. Sony's headphones overall sound better, especially with dance or bass-heavy music. If you have FLAC or ALAC tracks, you'll notice the Sony sounding better since they support the LDAC Bluetooth codec, which is more advanced and uses higher bandwidth than Bose,

However, if you're heavily invested in the Android ecosystem and need the headphones to travel, the Bose are more comfortable and have better controls as the touch controls on the Sony are hit and miss. The built-in Google Assistant on the Bose is actually very helpful once you learn it's capabilities.

So overall I give 4/5 stars since they are less comfortable than the Bose (hot on ears), have finicky touch controls, have no Google Assistant integration, but sound better than the Bose. Returned these and kept the Bose."
177,5.0 out of 5 stars,"Absolutely love these! Great sound, amazing noise canceling, terrific battery. Really great headphones."
178,4.0 out of 5 stars,"Great pair of headphones. The noise-cancelling feature works really well; I almost at all can't hear when it's raining outside or the tumbler is running. Unfortunately because they are Bluetooth, there is a delay in playing out music. I also wish you could select different mixing profiles for playback on PC."
179,5.0 out of 5 stars,"I was skeptical at first, but with my first flight the difference was astounding plus the sound in gesture is a thing of magic, was fun respond to the flight attendant when they assumed you would ignore them with the headset on."
180,5.0 out of 5 stars,It is a great product from my loved brand Sony. the only flaw with this product is that it is not supporting multiple bluetooth connection simultaneously. If I am connected to my phone and want to switch to my laptop first I need to turn my phone bluetooth off then switch to my laptop's bluetooth! I hope there would be any software patches to resolve it.
181,5.0 out of 5 stars,"Pro: Excellent noise canceling, great comfort, long battery life, great sound quality
Con: The controls on the headset are SSSSSOOOOO sensitive.
Other: Still 5 star product for me because of all of the upside even with my disappointment in the control sensitivity."
182,5.0 out of 5 stars,My husband weighed a lot of options before choosing Sony. He is not sorry.
183,5.0 out of 5 stars,It looks great. The sound quality is great. Noise canceling works great. But the thing I like most is its touch interaction. It is way more convenient and intuitive than competitor's button click interaction. I like it!
184,5.0 out of 5 stars,"Non cabin pressure when cancelling noise.
Really light.
Premium materials.
Very large range of frecuencies.
Adaptable noise with the application.
App with various options to play with.
Incredible smooth sound.
Hi-Res audio."
185,5.0 out of 5 stars,"My goal in buying over the ear headphones was mainly to control the noise level at work.

I work in a small office with several other folks, one of which in particular has a tendency to talk at length about random stuff at times when I really need to concentrate on work.

Loud sighs, sliding down in my chair behind my monitors, mumbled oaths and other unsubtle hints fell on deaf ears, and so to maintain an otherwise good relationship with this valued colleague I started looking for a solution, which lead me to a comparison of noise cancelling headphones.

As others have noted, these are fantastic at making the outside world go away.

On testing with my wife, I at first suspected she was having fun with me and just moving her lips - hand over the right headphone suspends the noise cancellation and I could hear her deliberately loud and goofy shrilling. Visualize Xena Warrior Princess battle cry.

At work, with or without low level music, my problem is solved and I can cheerfully donate a couple of minutes being a good listener here and there, knowing I can raise my shields at will.

Others more qualified to speak on sound quality may find fault with these, but to me they sound fine, particularly after adjusting various settings in the Sony Connect app for my phone.

At home, I've enjoyed using these with my Roku - I use the ""private listening"" feature on the Roku phone app to accomplish that.

I've worn them for hours at a time with no discomfort, and find the ear and headband padding adequate.

I like the gesture control and find it easy to remember and use. The ""grab the right headphone to listen"" thing is especially useful, and I make use of it frequently."
187,5.0 out of 5 stars,"nice, good sound and NC is AMAZING!!!!!!"
188,5.0 out of 5 stars,"I was pretty weary of spending $350 on a pair of headphones but it is totally worth it, these are the best headphones I have ever owned and they’re so comfortable I forget I’m wearing them sometimes."
189,5.0 out of 5 stars,"This are THE ONE!!! Great confort, great sound, great work stopping the noice and exterior sounds, and great battery. I do have different great headphones but this one is my favorite!"
190,5.0 out of 5 stars,"The headphones are amazing, I saw a lot of reviews comparing these headphones with the bose qc35. According to these reviews the headphones weren't so comfortable but for me they are very comfortable, It is true that can make your ears sweat a little bit if it is hot, but for using inside a place, like an office are amazing. I totally recomend these headphones, they are trully amazing."
191,2.0 out of 5 stars,"They probably have great sound, but every movement of my head causes a creaking sound in the band or ear cup. Very annoying. Apparently this is a known problem."
192,5.0 out of 5 stars,just received the 2nd one which was unopened (unlike the 1st one). I like the sounds and the options via the APP. I am looking forward to use it on my next flight in 10 days.
193,1.0 out of 5 stars,"Ordered on 1/2/2018. On 3/1/2018 headphones stopped working. Won’t charge at all. Plug in, red light on for 2 minutes, then goes off. Not charging!
To late to return to amazon.
Found several people on the web with the same issue.
Also heard Sony support horrendous.
Wish me luck dealing with them"
194,5.0 out of 5 stars,Great experience and every penny worth it. What a great sound and features.Highly recommended for Bluetooth headphones game lover and others.
195,4.0 out of 5 stars,"Noise cancellation good. A little practice needed with touch controls. Comfortable fit, not too heavy. Enjoying the headphones!"
196,5.0 out of 5 stars,"Best money spent on headphones! Use at work both chorded and Bluetooth. Traveled recently, using noise cancelling features. Made for a peaceful flight awake and asleep."
198,5.0 out of 5 stars,"Exactly what I was looking for, 5 stars! As described. Great product"
199,5.0 out of 5 stars,"A wonderful headphones from sony
The sound 🔊 was simply a blast"
200,4.0 out of 5 stars,"a little bit uncomfortable, otherwise cool :) headphone :)"
201,5.0 out of 5 stars,"over the ear noise cancellation and features are very good, and got a very good deal on Amazon"
202,5.0 out of 5 stars,"The best pair of headphones I have ever owned. Super long lasting battery life, comfy for hours and excellent noise quality and noise cancellation function! Extremely satisfied with this purchase!"
203,5.0 out of 5 stars,I love them! Amazing sound quality and noise cancelling works perfectly. I must admit though that comparing it with Bose quiet comfort the Sony headphones are not quite as comfortable to wear.
204,5.0 out of 5 stars,Great to not have to deal with cords and sleek travel case is nice and compact. So comfortable I fall asleep on the plane in them all the time.
205,5.0 out of 5 stars,Really nice bass! Crystal Clear Sound! Controllable EQ system along with surround sound makes it a headphone worth buying in terms of sound quality. Comfort levels are also very nice!
206,5.0 out of 5 stars,"I was skeptical about buying these given the price, but they are FANTASTIC headphones. I ride the subway in New York City every day and these have revolutionized/quieted my commute! I also used them on a 15 hour flight to Hong Kong and could not be more pleased with how they blocked out all the background noise... and the sound quality is amazing!"
207,5.0 out of 5 stars,Nice headphone with great noise canceling and music quality. Love this headphone.
209,5.0 out of 5 stars,"There’s really nothing to say but, GET THESE! I’ve tried every noise cancelling head set out there and these are amazing!"
210,5.0 out of 5 stars,Clean clear sound. bluetooth Range is excellent
211,4.0 out of 5 stars,"Best quality sound and app, not very comfortable to wear."
212,5.0 out of 5 stars,This are the best noise canceling headphones...I also have a pair of Bose qc35 wired but my Sony are rocking...totally recommended..
213,5.0 out of 5 stars,Headphones are assume. Work really well. No complaints.
214,2.0 out of 5 stars,Lousy NC compared to my Bose 35’s. Earcups get warm. Do yourself a favor and get the lighter and better made Bose product. Not impressed with these at all.
215,5.0 out of 5 stars,It's an amazing pair of headphones! Recommend to anyone who cares about the quality of music they listen to
216,5.0 out of 5 stars,These headphones are quite remarkable. The noise cancelling is effective and it can adapt to whether you’re sitting or walking. I rally like the feature of putting the hand over the right ear to dim the music if someone is trying to talk to you. It’s really cool.
217,5.0 out of 5 stars,"I have always been a Bose fan, but the reviews of these compared to Bose Q35 said these were better. I listened to both headphones, and I have to say Sony wins! Excellent sound, wow!"
218,5.0 out of 5 stars,Used these on two international flights and they worked beautifully. Quality sound and very comfortable to wear. I'm very pleased with them.
220,5.0 out of 5 stars,"Excellent product, and the quality is awesome"
221,5.0 out of 5 stars,"Mowed the lawn and used the gas-powered leaf blower today. I was impressed by the noise canceling. I have never owned NC headphones before and I was not sure how they would work around power equipment. Next test will be the snow blower.
As for the sound, it is fantastic. I listen to Howard Stern mostly when doing chores and the NC was great with just slight background engine noise. Voices sound great. If you mow while listening to music just about all background noise is eliminated. I hope they last because I really do love them."
222,5.0 out of 5 stars,"This headphones are far better than Bose QC35 II in every aspect Sound, Noise Cancelling, Comfort. and yes build quality is better than previous model."
223,5.0 out of 5 stars,"If you are an audiophile who insists on having the absolute BEST sound quality and want background noises to be a thing of the past then LOOK NO FURTHER!

The battery charges in about an hour and is good to go for almost thirty! The muffs are comfortable and will not hurt your ears! Good downloadable software but is nit required!

The only honest to god gripe is the price and the ear jack that came with it was cheap. Other than that, no problems!"
224,5.0 out of 5 stars,Xmas gift for my daughter and she loves them.
225,2.0 out of 5 stars,"Sound is great. Good bass. Bluetooth SUCKS. Drops constantly, even sitting next to the computer. If you're going to make WIRELESS headphones, better make damn sure the wireless part is flawless."
226,5.0 out of 5 stars,"I work in a very noisy environment - over 200 computers pushing 70 dB of white fan noise. It becomes intolerable over time, and after trying several cheap noise cancelling headphones, I took a chance and coined up these Sony's. I'm quite pleased. These are comfy enough to wear for several hours of the day, even when wearing reading glasses. They offer some modicum of a physical barrier to noise, so they help quite a bit even when Off. This is important for any noise cancelling headphone, and these Sony's have a reasonably good shell structure for blocking some sound passively. When the Noise Cancellation is On, I get to enjoy near total quiet where I normally sit, and I get plenty of protection when I go in and among the computers to do work up close to the whirring and buzzing cooling fans, which can be quite loud - up to 90 dB up close. I also used then while being driven around they do a great job at reducing regular car / freeway noise. They are robust but a tad fragile. I treat them like the sensitive electronic instruments that they are, and so should you. Protect them and they will serve you well. Sound quality is quite adequate for my needs - but this is not the true strength of this device. It is of course waaayyy better than any of the cheaper ones I have tried."
227,5.0 out of 5 stars,Works great. Incredibly comfy. Excellent sound. Solid battery life. Little details like touching the right ear to temporarily disable noise-cancelling is brilliant and makes it a better buy than Bose or Beats.
228,5.0 out of 5 stars,"Replaced my Bose QC35 with this pair. Never looking back since.
Better noise reduction, better Bluetooth reception and better sound customization."
229,3.0 out of 5 stars,"Great head phones, I enjoyed them for about 2 months then while I was working out I noticed the right side cracked. I called amazon for a refund and they said I had to pay a restocking fee. If you're going to buy these headphones please, please buy the 4 year square trade warranty"
231,5.0 out of 5 stars,"Great sound, Easy to set up and tons of features.
The noise cancelling is absolutely amazing. Get a pair of these you will not be sorry."
232,5.0 out of 5 stars,"Went through a few headphones before I stuck with these. Amazing sound, crazy noise cancelling and marvelous battery life of 30hrs and will work wired when it dies. The techs feature of cupping the right ear cup with your hand to turn off noise cancelling so you can hear someone is awesome."
233,5.0 out of 5 stars,Favorite headphones ever. Period.
234,1.0 out of 5 stars,noise is great bluetooth good but i bought these for the sole purpose of noise cancelling and i can hear talking from my brother in the same room do i have to put them in full blast so i can block out the simplest of talking regret buying expected to much i guess but for 300 i shouldn't be
235,5.0 out of 5 stars,Awesome headphones. Sound quality is amazing - I listen to bass heavy music and was really surprised at the quality of the bass at high volumes. The NC is really awesome. The true test is yet to be completed - I'm about to travel for +28 hours. Let's hope these live up to the expectation.
236,5.0 out of 5 stars,great sound quality more function
237,5.0 out of 5 stars,So happy with this purchase. The sound quality is awesome!
238,1.0 out of 5 stars,worked 2 days and then no link
239,5.0 out of 5 stars,"Clear quality, comfortable, and drown out the noise well - love the feature where you can hold your right hand up to hear what's going on around you. Nice feature I've not seen on any other NCH."
240,5.0 out of 5 stars,One of the best purchases I've ever made. I wear headphones for 40+ hours per week and these make that an enjoyable experience.
242,5.0 out of 5 stars,Worth every penny specially with the ambient sound feature
243,5.0 out of 5 stars,I was looking for something to replace my 10 year old noise canceling headphones. These are top of the line. Very comfortable and noise canceling is very impressive. Happy customer here.
244,5.0 out of 5 stars,Absolutely the best noise canceling and sounding pair of head phones in its price rang and I tried many. Completely satisfied.
245,5.0 out of 5 stars,"With these,riding the bus becomes sitting in the library listening to your favorite song"
246,5.0 out of 5 stars,Best headphones I have ever used. First time on flight with a seat just forward of the wing and engines. Could not hear any engine noise at all. Features abound with these. I seriously recommend these for anyone that wishes to enjoy music while eliminating outside noise.
247,5.0 out of 5 stars,My Daughter Loves it.
248,5.0 out of 5 stars,"If there is a god, he or she made these."
249,3.0 out of 5 stars,"I have been using the Bose QC35 headphones for about a year and really like them. However, I've seen such generally very positive reviews for the Sony MDR-1000X phones that, when this new model came out, I had to give them a shot. Since I was already very satisfied with the Bose, I knew that the Sonys had to be something special for me to keep both headphones.
When I received the Sonys and unpacked them, I was really excited to try them. The first thing I noticed was that the comfort level was several steps below the Bose. They felt heavier (which they are), tighter on my head, did not completely envelop my ears, and immediately felt too warm on my ears. Comfort is a very important factor to me, so I knew that the Sonys would have to be outstanding compared to the Bose on other factors.
So, let's go down the checklist:
1. Build Quality - As anyone who reads Amazon customer reviews of the MDR-1000X will see, cracking of the headband was a substantial issue, with associated poor customer service responses from Sony. I can find no mention that the issue was resolved on the new phones, although time will tell.
2. Noise Cancelling - Bose has been at the forefront of this for many years, but Sony has clearly caught up. However, for me, I needed the noise cancelling to be substantially better on the Sonys for me to keep them over the Bose. Although the Sonys have more noise cancelling options, I could not detect a marked improvement over the Bose.
3. Sound Quality - This is probably the most subjective factor under consideration. After a few hours of A/B comparison of the two headphones, it turned out that I prefer the Bose. To me, they have a cleaner sound with better instrument separation.
4. Features - Sony clearly outperforms Bose on this factor. From the many options on the Sony app, to the touch controls, to the Quick Attention Mode feature, it is obvious that Bose has a lot of catching up to do.

So, for me, the Sony advanced features are just not enough for me to use them over the Bose. Many thanks to Amazon for making the return process so easy."
250,4.0 out of 5 stars,"Sony vs Bose:
I had a long battle on which to choose and for my uses, I think the Bose suit me better.
The Bose are more comfortable to me, I like physical buttons and dont need gimmicky features that the Sonys have. I can pair the Bose more easily and can pair up to 2 Bluetooth devices (not just 1) to the headphones.
The Sonys would be a better choice if I wanted slightly more bass/punch as I listen to a lot of Hip-Hop/Electronic music but even then the difference to my ears wasnt light years ahead of the Bose.
It comes to personal taste on the look, comfort and sound really. The Sonys do have better battery life from what Ive heard (20v30 hours) so that is definitley a plus. All in all, If I had only 1 pair of headphones to use, I might like these better...but If I want bluetooth and great noise cancelling that is easy to use and straightforward, Ill take the Bose . I also own Audio Technica ATH50s and Sony MDR-1s that are amazing for listening through media with Aux jacks which is still the way to go if you want the best quality sound."
251,5.0 out of 5 stars,The best headphone i ever had
253,4.0 out of 5 stars,"These headphones have a nice design, the sound is awesome, the app is also pretty cool. I researched these headphones as much as I could before buying. In all, most reviews are pretty spot on. However, one thing that I really didn't find mentioned at all was how bad the noise cancelation is on a bus. I ride a city bus and we hit some rough roads sometimes, the noise cancelation cannot adjust to all these bumps. I thought at first the headphones I had were defective, so I contacted Sony and they sent me a new pair. Again, on the bus ride to work and home the headphones sound like crap.

Because I really do like the sound of these headphones I am deciding to keep them. These are still top notch sounding headphones and the app does help with customizing to your likes. But, I cannot give it 5 stars because of the noise cancelation issue on the bus. I also don't want to give it less than 4 because I do really like them. My bus ride isn't that long so I just decided that I would turn off the noise cancelation during my commute. So just beware if you commute on a bus and the ride is long these headphones will disappoint you and you will have to go through this 2 week process with Sony to get a new pair sent to you.

@Sony - please test these on bumpy roads and make adjustments to any future pair."
254,5.0 out of 5 stars,"Our upstairs neighbors are heavy steppers/walkers to the point it was really stressing me out. To drown out the stomper-clompers I tried turning up the stereo or TV, but that’s stressful too if you’re looking for peace and quiet instead, or maybe some low key classical music. Enter my recent purchase of the Sony WH1000XM2 headphones which I can’t emphasize enough have been life changing. Slip these babies on and I can have near total quiet with the NC selected, or total immersive music bliss. If you’re looking for an escape from a noisy situation I can’t recommend these enough! Love the easy to use controls and the cupping feature so you can carry on a conversation without taking them off."
255,5.0 out of 5 stars,"I purchased the Sony headphones and the Bose QuietComfort 35 (Series II) set because the reviews were so close and I wasn't sure which ones I would like better. While the Bose were definitely more comfortable and the case was large enough to fit the charging cord and headphone jack, the sound did not quite measure up. I did like the on/off switch of the Bose headphones better and the Bose app, but I love the Sony headphones for the following reasons. The sound is phenomenal...it's transforming. I took them on a recent flight and it was like being in another world...no noisy discussions or engine noise, just a beautiful series of sounds that volleyed from one ear to the next. It's easy to change tracks, adjust volume, or stop play by simply swiping or tapping the outside of the right earpiece. The Sony app is fairly easy to use, too, including a way to adjust if your connection cuts in and out. I didn't experience that with the Sony, but did with the Bose. If I could have chosen the comfort of the Bose with the sound of the Sony (and the convenient swipe feature) I would never take them off!"
256,5.0 out of 5 stars,"So far, so good. I tend to have a slightly low expectation for headphones since I'm not a fan of the band playing in the center of my head effect. I was surprised that these headphones actually have a great spatial sound. The noise canceling is on point. I had a chance to use them twice on flights over the weekend and they performed as marketed.

It has an adaptive noise canceling feature that's good, but it audibly alerts you when it changes. Not a big fan that, so I might turn it off. I have to admire the app and the headphones for actually guessing what I'm doing and where I am. It's a bit spooky, to be honest. Haha

I have a fairly large head, so I was a bit worried that they might cause a squeezed feeling, but they didn't. I've been able to wear them for several hours at a time without strain."
257,5.0 out of 5 stars,"I care about my music quality and silence while working. These are awesome, high-end headphones for daily use to keep your in a cocoon of sound. They've helped ease air travel and train rides. Though because they're over-ear (which is my preference) they don't play well with neck pillows.

The tap to play/pause/next/back feature is amazing, but only works in bluetooth mode (not auxiliary plug in). The volume swipe uses rather small increments so you might have to swipe up quite a few times to increase by 50% or more.

The noise cancelling calibration does really work. I can hear the difference after it runs in a new environment. This is the product main differentiator from other similar models. I never use the app, but you can press to calibrate which I do all the time."
258,5.0 out of 5 stars,"Fantastic headphones. The sound is clear and balanced. Using the app allows you to tweak the sound profile to your precise preference. Sony delivers awesome active noise cancelling as well. These are perfect for when I want to tune out everything else around me. The gesture based controls are very intuitive and I really like being able to allow ambient sound in by simply cupping the right side. I was torn between these and the Bose QC35s. Bose's offering are more comfortable, but these Sonys just offer more features as well as a much more fleshed out app. I've worn them for 4 hours without feeling discomofort on the crown of my head or around my ears. Battery life is great. I usually only have to charge them once a week. I have no regrets with my purchase and would recommend these to anyone."
259,5.0 out of 5 stars,"Wow. Just...wow. My company moved to open plan recently. The noise cancelling feature has literally saved lives (of my coworkers).

Phones fit great (I'm a big dude) are light and comfortable and come with an awesome carrying case and adapters for airplane seats. Amazing design and function. The atmospheric pressure adjustment is a huge plus for air travel, as is the ability to change the level of noise cancelling."
260,5.0 out of 5 stars,"PROS
- I didn't realize just how noisy my office was until I wore these for 8 hours, looked over, saw a couple gaggles of people behind me, took the headphones off, and then got blown away by how loud my coworkers are... I mean damn, it's like a music concert filled with chickens.
- There is background noise from environmental sounds (e.g. talking), but 2 people talking versus 10 people talking will barely change that background noise level. Even a slight background style music going will drown out those environmental sounds.
- Battery life

CONS
Ear cushions are rather narrow. If you're of the northeast European variety, then your ears will touch the inside of the cushion. For me that happens but it isn't uncomfortable, and my ears are on the large side."
261,2.0 out of 5 stars,I actually returned this product. The fit was uncomfortable (flight was about 3 hrs.) and the Noise cancelling feature would shut itself off automatically when I wore them to cancel the noise only. When listening to music or watching a movie there was no issue. Sound quality was pretty good but you have no control if you want to listen at a louder level.
262,5.0 out of 5 stars,"As a longtime, satisfied Bose headphones user (QC15's), I anxiously awaited Black Friday to see if they were going to discount the QC35 II's for the holidays. When they did not budge from their std. list rate, coupled with high reviews both online and from a co-worker on the Sony's, I opted to purchase the latest model Sony WH1000XM2's.

I recently traveled internationally and had an opportunity to use the Sony's during multiple flights and am grateful to no longer have to be concerned about the QC15 cord and am very satisfied with the audio quality and noise cancellation. I like the ability to adjust volume and change songs by swiping on the right earpiece and the ability to briefly suppress noise cancellation by placing your right hand over the right ear cup.

Bose's unwillingness to reduce their std. list rate cost them a sale and potentially a longtime customer."
264,5.0 out of 5 stars,Best noise-canceling earphones
265,5.0 out of 5 stars,"Love these headphones. Comfortable, don't hurt my head while wearing for any length of time. Great sound quality and noise cancellation. Also, the touch pad, compactness, and battery life make this a worthwhile purchase. Worth every penny. Would buy again."
266,5.0 out of 5 stars,Wearing these is like having your ears made love to by a couple of faeries who also happen to have excellent taste in music.
267,5.0 out of 5 stars,Very nice!
268,5.0 out of 5 stars,Outstanding sound and performance!!!
269,5.0 out of 5 stars,The Sony Noise Cancelling Headphone was a Christmas present for my husband. The delivery to our son's address worked out well. It seems my husband is enjoying the headphones because he is wearing them a lot while listening to music and is probably enjoying the lack of external noise in general :)
270,5.0 out of 5 stars,"The noise canceling is the best I've heard. I haven't been able to pair my headphones with the app yet, it hasn't worked so far, so that's the only negative. The sound quality and battery life are great. And the controls on the headphones themselves work great."
271,3.0 out of 5 stars,"When I first got the headphone, it was flawless. Every functionalities work. One of the feature that I love the most was the quick attention mode where you can cup the right ear and the music will pause to let you momentarily hear the person you're talking to. I have come to love this feature so much that I would use it everytime I use the headphone.

Unfortunately, a few days ago, the feature no longer work. The quick attention mode stop registering my hand. I've tried factory resetting the headphone multiple times and the problem persists.

It’s only go downhill from here. I started having Bluetooth connection problem. The dang headphone just doesn't wanna connect to my iPad for some reasons, but I can connect to my iPhone. Furthermore, the noise canceling functionality, for some reasons, got pretty inconsistent thereafter.

I've decided to return this headphone. Such a disappointment. The headphone didn't even last for 2 months."
272,5.0 out of 5 stars,love it
273,5.0 out of 5 stars,"some of them said it is uncomfortable, but in my case i got a really big head, cant really fit in a XL hat size. But i use this headphone in 14hour flight without any uncomfortable and so quiet and barely hear the engine noise"
275,5.0 out of 5 stars,"Sublime sound, simple design, sturdy build"
