,Comments,Date,Product,Ratings,Reviews,Title
4,Was this review helpful to you?, December 26 2016,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,4.0 out of 5 stars,"Pretty good set of headphones so far. Comfortable to wear and good, Rich sound. I recommend it.",Pretty good set of headphones
5,Was this review helpful to you?, May 16 2017,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,1.0 out of 5 stars,Poor connection quality... using Iphone,One Star
6,Was this review helpful to you?, August 17 2017,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,4.0 out of 5 stars,Love the headphones,Four Stars
7,Was this review helpful to you?, February 9 2017,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,2.0 out of 5 stars,Just got these in December and they already stopped working. I only get sound out of one side.,Already Stopped Working
8,Was this review helpful to you?, December 3 2016,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,3.0 out of 5 stars,"It's OK, not great",not great
9,Was this review helpful to you?, February 4 2017,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,5.0 out of 5 stars,"Love them!! They block out outside noises, sound great and love how them fold for convenient storage",Five Stars
0,One person found this helpful. Was this review helpful to you?, December 26 2017,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,1.0 out of 5 stars,"worst headset ever , very poor quality , it stopped working after a couple of month noting that it was rarely even used",worst headset ever
1,Was this review helpful to you?, December 9 2017,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,5.0 out of 5 stars,"These are really great headphones! The sound quality is fantastic and the design is smooth and VERY comfortable. I had originally bought a pair for my 16 yr old daughter for Christmas. However, after seeing them and testing the design, music quality, etc. etc, I literally bought a pair for almost everyone on my list. I'm even planning on getting myself some after the holidays!! I can't wait!!",You WON'T be disappointed!
2,One person found this helpful. Was this review helpful to you?, December 10 2017,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,3.0 out of 5 stars,"For the first few months, audio was perfect and crystal clear. Honestly, these were one of my best headphone purchases I ever made. Sadly, a few weeks ago, audio can no longer be heard from the right side of the headphones, unless I tilt my head in an uncomfortable way and the wires decide to work. I’ve tried to figure out what is happening, but I have no idea and can’t fix them",Perfect until it wasn’t
3,Was this review helpful to you?, April 20 2017,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,2.0 out of 5 stars,Item sounded good and microphone picked up background noise. Product stopped working 2 days after return window. I bought it on March 19th and the cord shorted out on April 20th while walking through the supermarket. I used the headset almost daily with the phone in my pocket. I assume that is why the cord stopped working.,Not good for active use.
4,Was this review helpful to you?, August 14 2017,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,4.0 out of 5 stars,Happy with headphones. Sound is good. I will vouch for that because my son couldn't hear me when I was talking to him;) only complaint is the ear part is definatly on the small size.,Headphones
5,Was this review helpful to you?, December 27 2016,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,5.0 out of 5 stars,"Great product for the price. Very nice sound quality. They are comfortable to wear for long periods of time. If you are looking for something inexpensive with good sound quality, these are a nice option. Purchased for my son to plug into DVD players in the car. He loves them, and has no complaints.",Solid Sound Quality
6,Was this review helpful to you?, December 15 2017,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,5.0 out of 5 stars,"I have a friend at work that have the small Bose, so we compare them to these headsets and they more than held their own but the Bose are Bose with a little more bass and soft ear pads with glasses.",I use them 5 days a week
7,One person found this helpful. Was this review helpful to you?, October 17 2017,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,1.0 out of 5 stars,My son got these for Christmas last year and they barely lasted 3 months! Very disappointing!,One Star
8,Was this review helpful to you?, August 4 2017,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,5.0 out of 5 stars,Great headphones for my kids to use in school. The sound seems decent especially for the price. I like that these don't feel flimsy and would think they should last the school year. They fold up nice and fit nice for kids and adults.,Perfect for back to school
9,Was this review helpful to you?, February 26 2017,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,5.0 out of 5 stars,"The headphones are amazing. They are comfortable, they bump and thump LOUD. The sound is crisp and clear and the noise cancellation is amazing. Also the color is even better and more vibrant than in the picture. My roommate has beats and he is a little jealous of how I got these for only 17$ which was a steal. Would highly recommend to anyone looking fro a pair of good headphones",The headphones are amazing. They are comfortable
0,Was this review helpful to you?, July 25 2017,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,5.0 out of 5 stars,Fit and look great. Sound is fantastic would definitely purchase another pair.,Five Stars
1,Was this review helpful to you?, August 31 2017,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,5.0 out of 5 stars,💯💯💯💯💯,Five Stars
2,Was this review helpful to you?, February 10 2017,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,5.0 out of 5 stars,Affordable and performs as stated. Lightweight and reduces environmental background noise.,Big thumbs up!
3,Was this review helpful to you?, December 10 2016,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,5.0 out of 5 stars,"These headphones are awesome! Great sound, great bass. For the money, you will not find a better deal!",These are great!!
4,Was this review helpful to you?, February 2 2017,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,5.0 out of 5 stars,Great price for a low to mid range headphone. Glad I bought them.,Good bang for your buck
5,Was this review helpful to you?, December 7 2016,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,1.0 out of 5 stars,I returned the headphones because the earphones did not extend down far enough to cover my ears.,Uncomfortable
6,Was this review helpful to you?, March 15 2017,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,1.0 out of 5 stars,This thing stopped working after about 2 months.,One Star
7,Was this review helpful to you?, May 27 2017,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,5.0 out of 5 stars,very satisfied with selection,Five Stars
8,Was this review helpful to you?, August 17 2017,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,1.0 out of 5 stars,"Got this for my 11 year old and immediately within a few days, one headphone was not working. A hassle to return.",Cute headphones but bad quality.
9,Was this review helpful to you?, August 2 2017,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,2.0 out of 5 stars,they look good they sound good they are definitely gonna get a short in the wire after a few months thats not good,they look good they sound good they are definitely gonna get a ...
0,Was this review helpful to you?, October 1 2017,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,1.0 out of 5 stars,Broke after few months. Not recommended for kids.,Not recommended for kids
1,Was this review helpful to you?, April 20 2017,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,4.0 out of 5 stars,Nice and comfy. They work well for my laptop. I can have a skype meeting with my co-workers and they hear me just fine!,Nice and comfy
2,Was this review helpful to you?, May 19 2017,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,5.0 out of 5 stars,They great thanks,Five Stars
3,Was this review helpful to you?, December 5 2016,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,2.0 out of 5 stars,"I had so much high expectations for this. I want to sell it for $5 or $10 now. Yeah, the bass is above average. But overall quality is below average. My $10 earphones is better",Quality
4,One person found this helpful. Was this review helpful to you?, January 19 2017,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,5.0 out of 5 stars,"Great product, best sound! Thank you, I love it!",Five Stars
5,Was this review helpful to you?, February 14 2017,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,5.0 out of 5 stars,The headphones arrived on time. They are great. Good sound my son loves them thank you.,They are great. Good sound my son loves them thank you
6,Was this review helpful to you?, January 8 2017,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,5.0 out of 5 stars,"Quite please with the design, sound, and quality!",Five Stars
7,Was this review helpful to you?, May 24 2017,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,5.0 out of 5 stars,My kids love them!,Great Headphones
8,Was this review helpful to you?, September 17 2017,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,5.0 out of 5 stars,Works great.,android headphone
9,Was this review helpful to you?, January 29 2017,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,5.0 out of 5 stars,Purchased for daughter- she loves them. Great folding feature make them very portable.,Good value
0,Was this review helpful to you?, September 3 2017,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,1.0 out of 5 stars,"I got these headphones for my 11 yr old son for his birthday, they worked for less than a month.",Poor quality
1,Was this review helpful to you?, February 7 2018,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,5.0 out of 5 stars,This was a gift for a friend and she loves it! She say they sound great!,She say they sound great!
2,Was this review helpful to you?, December 13 2016,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,5.0 out of 5 stars,It's everything I expected and it came in two days. It doesn't get much better than that.,It doesn't get much better than that
3,Was this review helpful to you?, November 7 2017,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,5.0 out of 5 stars,Yes i love them,Five Stars
4,Was this review helpful to you?, January 7 2018,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,2.0 out of 5 stars,Daughter loved these for a few months until they stopped working.,Two Stars
5,Was this review helpful to you?, May 11 2017,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,5.0 out of 5 stars,"Very nice sound, unbeatable for the price.",Five Stars
6,Was this review helpful to you?, September 22 2017,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,5.0 out of 5 stars,Gave as a gift and t was a hit,Five Stars
7,Was this review helpful to you?, February 14 2017,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,5.0 out of 5 stars,EXCELLENT HEADPHONES WITH MICROPHONE! I AM HAPPY! VERY FAST DELIVERY! THANK YOU.,Five Stars
8,Was this review helpful to you?, January 8 2017,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,5.0 out of 5 stars,Amazing product! Very loud and clear sound. My son still raves about it! Very happy with the purchase!,Five Stars
9,Was this review helpful to you?, August 9 2017,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,5.0 out of 5 stars,They aren't the ones I thought they were but they are still totally worth it! I love them!!,Awesome find!!
0,One person found this helpful. Was this review helpful to you?, January 19 2017,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,5.0 out of 5 stars,Great headphones my grandson loves them.,Great Headphones fast delivery!
1,Was this review helpful to you?, April 23 2017,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,5.0 out of 5 stars,Excellent quality,Five Stars
2,Was this review helpful to you?, November 29 2017,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,5.0 out of 5 stars,Good quality for your money,Five Stars
3,Was this review helpful to you?, May 24 2017,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,2.0 out of 5 stars,good the first week. the cord broke and sound came out 1 ear,Two Stars
4,Was this review helpful to you?, November 25 2016,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,5.0 out of 5 stars,I love them. I bought them for my husband and he can't stop using them.,I love them. I bought them for my husband and ...
5,One person found this helpful. Was this review helpful to you?, January 31 2017,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,2.0 out of 5 stars,Cheap Quality,Cheap Quality
6,Was this review helpful to you?, July 23 2017,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,5.0 out of 5 stars,Fit great and sounds great,Five Stars
7,Was this review helpful to you?, July 7 2017,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,5.0 out of 5 stars,Yes they met my expectations. I have to order another pair for my brother.,Five Stars
8,One person found this helpful. Was this review helpful to you?, January 22 2017,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,1.0 out of 5 stars,Came defective only one ear has sound.,Don't buy
9,Was this review helpful to you?, August 23 2017,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,5.0 out of 5 stars,I havent actually used them yet. But quality seems nice. They look good!,Good buy!
0,Was this review helpful to you?, December 7 2016,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,4.0 out of 5 stars,Very comfortable. Excellent sound. Noise cancelling works perfectly. The bass is fair. Good enough but could be better.,Excellent
1,One person found this helpful. Was this review helpful to you?, January 22 2017,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,5.0 out of 5 stars,beautiful sound and attractive design,Five Stars
2,Was this review helpful to you?, February 2 2017,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,4.0 out of 5 stars,"Great sound, good fit. The mic seems to be too sensitive but not a big problem. Can not beat the price to quality ratio.","Great sound, good fit"
3,Was this review helpful to you?, December 4 2016,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,5.0 out of 5 stars,love it has great sound & yes i'd buy it again,Five Stars
4,Was this review helpful to you?, February 26 2017,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,5.0 out of 5 stars,Good,Five Stars
5,Was this review helpful to you?, December 18 2016,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,5.0 out of 5 stars,My son says they are great headphones,Five Stars
6,Was this review helpful to you?, April 18 2017,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,1.0 out of 5 stars,Junk. Just died on me. Never left my office. Only used them for phone calls while sitting at a desk. Didn't even last four months.,Bad purchase.
7,Was this review helpful to you?, April 19 2017,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,5.0 out of 5 stars,👍,Five Stars
8,Was this review helpful to you?, June 20 2017,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,1.0 out of 5 stars,Break real easy,One Star
9,Was this review helpful to you?, March 2 2017,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,5.0 out of 5 stars,Very good,Five Stars
0,Was this review helpful to you?, May 18 2017,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,1.0 out of 5 stars,Head phones had lots of static. No good after one month.,No good after one month
1,Was this review helpful to you?, December 10 2016,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,4.0 out of 5 stars,"Nice headphones, sleek design..however packaging states use is only for iphone and other apple products",Four Stars
2,Was this review helpful to you?, July 31 2017,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,5.0 out of 5 stars,Awesome,Five Stars
3,Was this review helpful to you?, March 26 2017,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,5.0 out of 5 stars,Heading works great! Love the sound quality and it's great when playing games or watching a movie! (Which is when I use it more),Heading works great! Love the sound quality and it's great when ...
4,Was this review helpful to you?, March 25 2017,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,4.0 out of 5 stars,great sound,Four Stars
5,Was this review helpful to you?, May 10 2017,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,5.0 out of 5 stars,It is excellent and inexpensive! The cable is very robust and I love the design!,Happy! Happy!
6,Was this review helpful to you?, March 31 2017,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,5.0 out of 5 stars,Very impressed for a pair of inexpensive headphones that work great and sounds amazing!,Inexpensive headphones for quality sounds!!
7,Was this review helpful to you?, May 3 2017,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,4.0 out of 5 stars,Great headphones!! Really cancels out background nosie,Four Stars
8,Was this review helpful to you?, January 28 2017,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,5.0 out of 5 stars,"It was a gift for my son,he loves them. He says the quality is good.",Amazing sound
9,Was this review helpful to you?, December 5 2016,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,5.0 out of 5 stars,We got these as a birthday gift for our niece. She loves them and said they are very comfortable.,Nice inexpensive headphones
0,Was this review helpful to you?, February 2 2017,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,5.0 out of 5 stars,"Fast shipping.
Good quality .",Good quality.
1,Was this review helpful to you?, December 15 2017,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,1.0 out of 5 stars,Would be a great product if I was sent headphones that had two working sides.,Broken
2,Was this review helpful to you?, October 20 2017,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,4.0 out of 5 stars,"Great product, works fine.",Four Stars
3,Was this review helpful to you?, November 9 2016,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,5.0 out of 5 stars,Comfortable and well more than satisfactory! Delivered as promised on time.,Five Stars
4,Was this review helpful to you?, January 11 2017,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,2.0 out of 5 stars,"Sound quality was good, but they broke in the first two weeks. The connection with the wire and input piece became all static and unreadable.",Broke in first two weeks
5,Was this review helpful to you?, August 12 2017,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,5.0 out of 5 stars,My kids love their headphones...they work perfectly and look so nice. Exactly what we wanted.,Five Stars
6,Was this review helpful to you?, April 8 2017,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,5.0 out of 5 stars,"This is an excellent product. It passed all of my expectations, and I would highly recommend it to a friend.",This is an excellent product. It passed all of my expectations
7,Was this review helpful to you?, January 24 2017,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,4.0 out of 5 stars,They sound & look amazing. The vinyl shoestring like cord seems like it won't break as easily as the traditional plastic ones.,They sound & look amazing. The vinyl shoestring like cord seems like it ...
8,Was this review helpful to you?, March 7 2017,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,5.0 out of 5 stars,Comfortable good quality sound. Used them when I flew and enjoyed movies and music,Lightweight quality sound
9,Was this review helpful to you?, May 15 2017,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,1.0 out of 5 stars,Broken in less than 6 weeks and can't return or refund! Return can only be done 30 days. I wouldn't purchase,Broken in less than 6 weeks!
0,One person found this helpful. Was this review helpful to you?, November 24 2016,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,5.0 out of 5 stars,Very good for the cost im very satisfied,Very good product
1,Was this review helpful to you?, February 3 2017,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,5.0 out of 5 stars,One happy boy at Christmas.,Five Stars
2,Was this review helpful to you?, January 1 2017,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,5.0 out of 5 stars,Got a pair of these for my grandson---who really liked them!,Five Stars
3,Was this review helpful to you?, June 14 2017,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,1.0 out of 5 stars,Not even 3 months use and already broken. Used very delicately even.,One Star
4,Was this review helpful to you?, December 8 2016,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,2.0 out of 5 stars,Sound is alright but the actual headpiece is flimsy as all hell.,Two Stars
5,Was this review helpful to you?, February 10 2018,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,2.0 out of 5 stars,It stopped working after 3 months,Two Stars
6,Was this review helpful to you?, December 11 2017,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,5.0 out of 5 stars,"It's a Christmas gift, so have not opened it yet",Five Stars
7,Was this review helpful to you?, July 27 2017,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,4.0 out of 5 stars,Its got good sound- just a little bulky when you wear it.,Four Stars
8,Was this review helpful to you?, December 26 2016,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,5.0 out of 5 stars,"This was a Christmas gift, and it was a big hit",Great headphones
9,Was this review helpful to you?, June 11 2017,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,1.0 out of 5 stars,"Bad sound quality, my 2 cents.",One Star
0,Was this review helpful to you?, March 6 2017,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,3.0 out of 5 stars,"It's a good headset, but you don't feel the bass you can only hear it and they get very hot after awhile.","It's a good headset, but you don't feel the bass you ..."
1,Was this review helpful to you?, March 31 2017,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,5.0 out of 5 stars,"My Son loved them. So happy I went with these. Prompt delivery, great sound and comfortable... Will purchase from them again..",My Son loved them. So happy I went with these
2,Was this review helpful to you?, December 21 2016,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,5.0 out of 5 stars,Great headphones my daughter loves them great quality!!!,Five Stars
3,Was this review helpful to you?, May 16 2017,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,4.0 out of 5 stars,I ordered the headphones for my godson for his 9th birthday. He loves them! Great quality!!,Great!
4,Was this review helpful to you?, May 17 2017,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,5.0 out of 5 stars,"inexpensive, great quality...I'm very happy with the purchase.",great value
5,Was this review helpful to you?, November 30 2016,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,5.0 out of 5 stars,I bought three pair as gifts and they absolutely love them!,Five Stars
6,Was this review helpful to you?, March 9 2017,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,5.0 out of 5 stars,"Good headphones, and the price is good",Five Stars
7,Was this review helpful to you?, March 26 2017,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,5.0 out of 5 stars,Very comfortable; sound is good. Price is very reasonable.,Good set; meets my expectations for working on sound files management.
8,Was this review helpful to you?, January 14 2017,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,5.0 out of 5 stars,Great sound. Loud. Bass is awesome. Totally recommend.,Good Sound
9,Was this review helpful to you?, February 12 2017,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,4.0 out of 5 stars,Nice headphones for a decent price. Appreciate the quick service too.,Four Stars
0,Was this review helpful to you?, August 19 2017,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,1.0 out of 5 stars,There is short in the left speaker already and i have only owned them for 2 weeks...,Poor quality
1,Was this review helpful to you?, January 11 2017,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,5.0 out of 5 stars,The sound quality is great and they look very smart.,Smart In Every Way
2,Was this review helpful to you?, April 18 2017,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,5.0 out of 5 stars,My son loves these headphones and the little box they came in!!!,Five Stars
3,Was this review helpful to you?, April 2 2017,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,5.0 out of 5 stars,"So far, so good.",so good.
4,Was this review helpful to you?, November 30 2017,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,5.0 out of 5 stars,I love my headphones there perfect thank you Amazon,Five Stars
5,Was this review helpful to you?, March 29 2018,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,1.0 out of 5 stars,Only works on one side.,One Star
6,Was this review helpful to you?, February 2 2017,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,4.0 out of 5 stars,Awesome headphones for the price. Good sound quality and just overall a solid pair of headphones,Four Stars
7,Was this review helpful to you?, May 9 2017,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,3.0 out of 5 stars,"Was really excited upon hearing them for the first time. Worked great for awhile, but now can only hear 1 side.",Ok for awhile
8,Was this review helpful to you?, May 26 2017,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,5.0 out of 5 stars,"A GREAT TRAVEL HEAD PHONES, THEY FOLD UP NICELY AND FITS IN MY BACK PACK.
GREAT SOUND QUALITY TOO.",Five Stars
9,Was this review helpful to you?, December 30 2016,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,4.0 out of 5 stars,"My Teenager loves the, they sound and work great.",they sound and work great.
0,One person found this helpful. Was this review helpful to you?, May 8 2017,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,1.0 out of 5 stars,"Bought these for my son two months ago and the only time he used them was for 30 mins before bed with his ipad. Well, now there is only sound coming out of one ear. Hope to be able to return it and get my money back.",Broke after 2 months of occational use
1,One person found this helpful. Was this review helpful to you?, October 17 2017,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,1.0 out of 5 stars,I've had these headphones for less than two months and they've already broken. I don't know why people bother making junk like this. What a waste of $20.,I don't know why people bother making junk like this. What a waste of $20
2,Was this review helpful to you?, April 3 2017,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,5.0 out of 5 stars,"Impressive bass response. Great price for comfortable headphones. Only thing missing was a operations manual to explain the inline switch for pause, play, etc. Found information online for a unit similar in design.",Impressive Bass!
3,Was this review helpful to you?, November 21 2016,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,5.0 out of 5 stars,"These headphones are some of the best I have ever owned! I needed something for running and decided on these because they were cheap costing. I made a great decision! The sound is fantastic and they look great too! My friends compliment how cool my headphones look and have asked me where they can get some of the same kind. If you are on the fence about getting these, do it, it will be one of the best decisions you ever made!",Worth the buy!
4,One person found this helpful. Was this review helpful to you?, July 17 2017,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,1.0 out of 5 stars,"Bought this as a gift for our daughter at Christmas, within 3 weeks the outer casing to the connector cracked and the metal connector fell out.",Lasted 3 weeks
5,Was this review helpful to you?, January 30 2017,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,5.0 out of 5 stars,"These are really nice headphones that I use with my Roland keyboard. They have a strong, clear bass and mid and high ranges are also good. They fit comfortably and have a noise cancelling effect, even if they are not advertised that way. I could not be more pleased.",Superior headphones at a reasonable cost
6,One person found this helpful. Was this review helpful to you?, January 19 2017,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,5.0 out of 5 stars,to be honest i never heared if this brand before. just got it 2 days ago. i like the headphones. very solid. the sound is great ( i use it daily). headphones could be folded and length could be adjusted on both sides. the microphone works great. well packaged - could be a good gift. i hope it will last for a long time :),i like the headphones
7,Was this review helpful to you?, January 9 2017,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,3.0 out of 5 stars,"As I said they are okay. They work, my grndson can use them but they are nothing like pictured. I would have returned them but they were a Christmas present and he used them immediately. Since they worked, I left it alone but I wasn't happy it wasn't as I ordered.",They were okay.
8,Was this review helpful to you?, January 6 2017,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,5.0 out of 5 stars,"Purchased these for my daughter for Christmas. She loves them. I tried them out myself and the sound is clear and the bass...beautiful!! I was hesitant because I'm not familiar with this brand. But, the reviews are good so I gave them shot. So far, so good.",Great for the price!
9,Was this review helpful to you?, April 14 2018,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,2.0 out of 5 stars,The design and the look is pretty good- these headphones are good to look at but not wear. They were so tight over my ears I could only have them on for an hour tops before I had to remove them. To uncomfortable for me to enjoy my music or podcasts.,Not as comfortable as they look
0,Was this review helpful to you?, April 8 2017,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,4.0 out of 5 stars,"These headphones are some of the best I've ever had, and for a great low price, these are hard to beat!",Seriously Great Headphones!
1,Was this review helpful to you?, January 2 2017,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,5.0 out of 5 stars,I bought this for my 7 year old daughter. She loves it because it's foldable and the sound is perfect. Very stylish and durable.,She loves it because it's foldable and the sound is perfect. Very stylish and durable
